trade_id,timestamp,client_id,partner_id,instrument,direction,trade_volume,currency,is_fraudulent,is_opposite_trade,is_bonus_abuse
T_0000496,2022-09-03 12:42:00,C_000611,P_0094,USDJPY,BUY,12488.01,Yen,False,False,False
T_0000497,2022-09-03 12:47:00,C_000612,P_0094,USDJPY,SELL,103140.58,Yen,False,False,False
T_0000498,2022-09-03 12:57:00,C_000614,P_0094,AUDCAD,SELL,298387.96,Yen,False,False,False
T_0000499,2022-09-03 04:32:01,C_001372,P_0199,XAUUSD,SELL,19941.53,Canadian Dollar,True,True,False
T_0000500,2022-09-03 13:09:00,C_000895,P_0076,BTCUSD,BUY,1665.29,US Dollar,False,False,False
T_0000501,2022-09-03 13:09:00,C_000899,P_0076,GBPJPY,BUY,443.06,US Dollar,False,False,False
T_0000502,2022-09-03 13:16:00,C_000897,P_0076,EURUSD,SELL,3642.82,US Dollar,False,False,False
T_0000503,2022-09-03 11:37:03,C_001523,P_0092,EURUSD,SELL,4383.03,US Dollar,True,True,False
T_0000504,2022-09-03 13:22:00,C_000896,P_0076,US100,BUY,4324.46,US Dollar,False,False,False
T_0000505,2022-09-03 13:28:00,C_000901,P_0076,AUDCAD,BUY,3948.7,US Dollar,False,False,False
T_0000506,2022-09-03 13:29:00,C_000902,P_0076,EURUSD,SELL,4685.41,US Dollar,False,False,False
T_0000507,2022-09-03 13:29:00,C_000900,P_0076,GBPJPY,SELL,4619.86,US Dollar,False,False,False
T_0000508,2022-09-03 13:59:00,C_000882,P_0199,EURUSD,BUY,23356.84,Canadian Dollar,True,True,False
T_0000509,2022-09-03 08:02:02,C_000288,P_0145,XAUUSD,SELL,8529.49,UK Pound,True,True,False
T_0000510,2022-09-03 14:26:00,C_000254,P_0092,USDJPY,BUY,14175.03,US Dollar,True,True,False
T_0000511,2022-09-03 14:28:00,C_000523,P_0173,USDJPY,BUY,12427.99,Swiss Franc,True,True,False
T_0000512,2022-09-03 08:52:03,C_000898,P_0129,EURUSD,SELL,11691.17,US Dollar,True,True,False
T_0000513,2022-09-01 11:00:04,C_001591,P_0170,AUDCAD,SELL,20986.44,Rupee,True,True,False
T_0000514,2022-09-03 14:57:00,C_000182,P_0127,AUDCAD,BUY,161.35,US Dollar,True,True,False
T_0000515,2022-09-03 08:42:04,C_000956,P_0064,XAUUSD,SELL,384.61,US Dollar,True,True,False
T_0000516,2022-09-02 02:56:04,C_000295,P_0007,XAUUSD,SELL,15385.91,US Dollar,True,True,False
T_0000517,2022-09-03 16:24:00,C_001970,P_0178,USDJPY,BUY,71981.58,Saudi Riyal,True,True,False
T_0000518,2022-09-03 16:53:00,C_000183,P_0154,US100,BUY,15140.2,US Dollar,True,True,False
T_0000519,2022-09-03 16:24:01,C_001984,P_0178,USDJPY,SELL,71288.94,Saudi Riyal,True,True,False
T_0000520,2022-09-03 17:39:00,C_000519,P_0129,BTCUSD,BUY,9113.83,US Dollar,True,True,False
T_0000521,2022-09-03 18:06:00,C_001185,P_0159,AUDCAD,BUY,564.75,Canadian Dollar,True,True,False
T_0000522,2022-09-03 18:06:03,C_001637,P_0159,AUDCAD,SELL,560.65,Canadian Dollar,True,True,False
T_0000523,2022-09-03 18:19:00,C_000012,P_0170,BTCUSD,BUY,823785.72,Rupee,True,True,False
T_0000524,2022-09-03 18:24:00,C_000290,P_0145,BTCUSD,BUY,15093.58,UK Pound,True,True,False
T_0000525,2022-09-03 13:59:02,C_001012,P_0199,EURUSD,SELL,23083.77,Canadian Dollar,True,True,False
T_0000526,2022-09-03 19:01:00,C_001696,P_0119,EURUSD,BUY,32140.02,Swiss Franc,False,False,False
T_0000527,2022-09-03 19:19:00,C_001699,P_0119,EURUSD,SELL,39055.24,Swiss Franc,False,False,False
T_0000528,2022-09-03 19:21:00,C_001702,P_0119,USDJPY,BUY,17720.61,Swiss Franc,False,False,False
T_0000529,2022-09-03 18:19:03,C_000979,P_0170,BTCUSD,SELL,832301.1,Rupee,True,True,False
T_0000530,2022-09-03 19:46:00,C_000549,P_0044,XAUUSD,BUY,5897.02,Yuan,True,True,False
T_0000531,2022-09-03 19:59:00,C_000772,P_0007,US100,BUY,7209.64,US Dollar,True,True,False
T_0000532,2022-09-03 20:30:00,C_000390,P_0156,AUDCAD,SELL,3044.02,US Dollar,False,False,False
T_0000533,2022-09-03 20:31:00,C_000383,P_0156,GBPJPY,BUY,2927.48,US Dollar,False,False,False
T_0000534,2022-09-03 20:32:00,C_000392,P_0156,AUDCAD,SELL,4921.17,US Dollar,False,False,False
T_0000535,2022-09-03 20:33:00,C_000396,P_0156,EURUSD,BUY,4437.37,US Dollar,False,False,False
T_0000536,2022-09-03 20:33:00,C_000386,P_0156,USDJPY,SELL,323.37,US Dollar,False,False,False
T_0000537,2022-09-03 20:34:00,C_000388,P_0156,AUDCAD,SELL,1906.69,US Dollar,False,False,False
T_0000538,2022-09-03 20:39:00,C_000393,P_0156,EURUSD,SELL,1216.02,US Dollar,False,False,False
T_0000539,2022-09-03 20:49:00,C_000391,P_0156,USDJPY,BUY,500.3,US Dollar,False,False,False
T_0000540,2022-09-03 20:52:00,C_000389,P_0156,GBPJPY,BUY,1571.14,US Dollar,False,False,False
T_0000541,2022-09-03 20:54:00,C_000398,P_0156,BTCUSD,BUY,241.92,US Dollar,False,False,False
T_0000542,2022-09-03 20:55:00,C_000394,P_0156,US100,SELL,3696.65,US Dollar,False,False,False
T_0000543,2022-09-03 20:57:00,C_000384,P_0156,GBPJPY,SELL,1506.65,US Dollar,False,False,False
T_0000544,2022-09-03 20:59:00,C_000399,P_0156,US100,BUY,2913.48,US Dollar,False,False,False
T_0000545,2022-09-03 20:59:00,C_000387,P_0156,XAUUSD,SELL,1617.59,US Dollar,False,False,False
T_0000546,2022-09-03 21:10:00,C_001497,P_0072,BTCUSD,BUY,6202.17,Euro,True,True,False
T_0000547,2022-09-03 21:26:00,C_001631,P_0160,BTCUSD,BUY,177.0,Swiss Franc,True,True,False
T_0000548,2022-09-03 23:04:00,C_001019,P_0068,GBPJPY,BUY,295.84,Euro,False,False,False
T_0000549,2022-09-03 23:07:00,C_001013,P_0068,BTCUSD,SELL,585.35,Euro,False,False,False
T_0000550,2022-09-03 23:09:00,C_001017,P_0068,US100,SELL,589.63,Euro,False,False,False
T_0000551,2022-09-03 23:10:00,C_001018,P_0068,EURUSD,BUY,450.64,Euro,False,False,False
T_0000552,2022-09-03 23:26:00,C_001014,P_0068,GBPJPY,SELL,1847.83,Euro,False,False,False
T_0000553,2022-09-03 23:27:00,C_001015,P_0068,USDJPY,SELL,4111.38,Euro,False,False,False
T_0000554,2022-09-03 23:32:00,C_000339,P_0053,GBPJPY,SELL,1087.85,Euro,False,False,False
T_0000555,2022-09-03 23:34:00,C_000326,P_0053,US100,SELL,2598.58,Euro,False,False,False
T_0000556,2022-09-03 23:34:00,C_000330,P_0053,USDJPY,SELL,3386.61,Euro,False,False,False
T_0000557,2022-09-03 23:41:00,C_000329,P_0053,AUDCAD,BUY,164.03,Euro,False,False,False
T_0000558,2022-09-03 23:52:00,C_000335,P_0053,USDJPY,BUY,847.84,Euro,False,False,False
T_0000559,2022-09-03 23:53:00,C_000343,P_0053,AUDCAD,BUY,3042.82,Euro,False,False,False
T_0000560,2022-09-03 23:55:00,C_000332,P_0053,AUDCAD,SELL,3928.94,Euro,False,False,False
T_0000561,2022-09-03 23:56:00,C_000327,P_0053,BTCUSD,BUY,4078.81,Euro,False,False,False
T_0000562,2022-09-04 00:02:00,C_000113,P_0198,AUDCAD,BUY,751.69,US Dollar,False,False,False
T_0000563,2022-09-04 00:26:00,C_001800,P_0036,XAUUSD,SELL,602.65,Euro,True,False,False
T_0000564,2022-09-02 05:43:04,C_000027,P_0126,EURUSD,SELL,8420.58,Euro,True,True,False
T_0000565,2022-09-04 01:50:00,C_001606,P_0036,GBPJPY,BUY,3859.92,Euro,True,True,False
T_0000566,2022-09-04 02:26:00,C_000961,P_0199,XAUUSD,BUY,3104.83,Canadian Dollar,True,True,False
T_0000567,2022-09-04 02:54:00,C_000887,P_0148,GBPJPY,BUY,7231.3,US Dollar,True,True,False
T_0000568,2022-09-04 03:09:00,C_001252,P_0170,EURUSD,BUY,967537.34,Rupee,True,False,False
T_0000569,2022-09-03 19:59:04,C_001366,P_0007,US100,SELL,7167.69,US Dollar,True,True,False
T_0000570,2022-09-03 19:46:03,C_001169,P_0044,XAUUSD,SELL,5997.22,Yuan,True,True,False
T_0000571,2022-09-04 04:45:00,C_001913,P_0171,USDJPY,BUY,7793.26,Saudi Riyal,True,True,False
T_0000572,2022-09-04 05:10:00,C_001145,P_0157,BTCUSD,SELL,100.11,UK Pound,False,False,False
T_0000573,2022-09-04 05:17:00,C_002069,P_0178,GBPJPY,BUY,20597.36,Saudi Riyal,True,True,False
T_0000574,2022-09-03 14:26:02,C_001247,P_0092,USDJPY,SELL,14424.85,US Dollar,True,True,False
T_0000575,2022-09-03 17:39:03,C_000292,P_0129,BTCUSD,SELL,8976.71,US Dollar,True,True,False
T_0000576,2022-09-04 06:00:00,C_001818,P_0070,US100,SELL,11399.86,Shekel,False,False,False
T_0000577,2022-09-04 06:05:00,C_000867,P_0039,EURUSD,BUY,10457.51,Swiss Franc,True,False,False
T_0000578,2022-09-04 06:12:00,C_001820,P_0070,GBPJPY,BUY,5061.95,Shekel,False,False,False
T_0000579,2022-09-04 06:15:00,C_001823,P_0070,US100,SELL,6425.41,Shekel,False,False,False
T_0000580,2022-09-04 06:16:00,C_001817,P_0070,XAUUSD,BUY,1293.75,Shekel,False,False,False
T_0000581,2022-09-04 06:24:00,C_001822,P_0070,USDJPY,SELL,14066.3,Shekel,False,False,False
T_0000582,2022-09-04 06:24:00,C_001816,P_0070,GBPJPY,BUY,8093.15,Shekel,False,False,False
T_0000583,2022-09-04 06:26:00,C_001819,P_0070,US100,BUY,16629.54,Shekel,False,False,False
T_0000584,2022-09-04 06:26:00,C_001824,P_0070,USDJPY,SELL,4065.52,Shekel,False,False,False
T_0000585,2022-09-04 06:40:00,C_000142,P_0044,BTCUSD,BUY,27949.92,Yuan,True,True,False
T_0000586,2022-09-04 07:04:00,C_002108,P_0073,GBPJPY,SELL,546.35,US Dollar,False,False,False
T_0000587,2022-09-04 05:17:02,C_002071,P_0178,GBPJPY,SELL,20582.11,Saudi Riyal,True,True,False
T_0000588,2022-09-04 07:14:00,C_002103,P_0073,US100,BUY,1683.98,US Dollar,False,False,False
T_0000589,2022-09-04 07:14:00,C_002109,P_0073,AUDCAD,SELL,983.52,US Dollar,False,False,False
T_0000590,2022-09-04 07:16:00,C_002110,P_0073,XAUUSD,SELL,717.35,US Dollar,False,False,False
T_0000591,2022-09-04 07:16:00,C_002107,P_0073,BTCUSD,BUY,1619.79,US Dollar,False,False,False
T_0000592,2022-09-04 07:24:00,C_002104,P_0073,XAUUSD,BUY,2977.86,US Dollar,False,False,False
T_0000593,2022-09-04 07:24:00,C_002106,P_0073,BTCUSD,SELL,819.54,US Dollar,False,False,False
T_0000594,2022-09-04 07:25:00,C_002102,P_0073,BTCUSD,BUY,3600.53,US Dollar,False,False,False
T_0000595,2022-09-04 07:34:00,C_002037,P_0172,XAUUSD,SELL,1275.09,Euro,False,False,False
T_0000596,2022-09-04 07:35:00,C_002034,P_0172,GBPJPY,BUY,731.82,Euro,False,False,False
T_0000597,2022-09-04 07:35:00,C_002036,P_0172,US100,BUY,3340.58,Euro,False,False,False
T_0000598,2022-09-04 07:49:00,C_002029,P_0172,AUDCAD,BUY,2270.56,Euro,False,False,False
T_0000599,2022-09-04 07:53:00,C_002031,P_0172,XAUUSD,BUY,723.08,Euro,False,False,False
T_0000600,2022-09-04 07:53:00,C_002030,P_0172,XAUUSD,SELL,1492.64,Euro,False,False,False
T_0000601,2022-09-04 07:55:00,C_002032,P_0172,US100,SELL,3971.95,Euro,False,False,False
T_0000602,2022-09-04 07:55:00,C_002033,P_0172,EURUSD,SELL,3691.31,Euro,False,False,False
T_0000603,2022-09-04 08:09:00,C_000913,P_0092,US100,BUY,6932.43,US Dollar,True,True,False
T_0000604,2022-09-03 16:53:02,C_001029,P_0154,US100,SELL,14866.09,US Dollar,True,True,False
T_0000605,2022-09-04 08:48:00,C_000382,P_0154,XAUUSD,BUY,17065.82,US Dollar,True,True,False
T_0000606,2022-09-03 18:24:03,C_001022,P_0145,BTCUSD,SELL,15056.38,UK Pound,True,True,False
T_0000607,2022-09-04 09:07:00,C_000197,P_0007,EURUSD,SELL,19882.22,US Dollar,True,False,False
T_0000608,2022-09-03 21:10:04,C_001229,P_0072,BTCUSD,SELL,6210.96,Euro,True,True,False
T_0000609,2022-09-04 09:32:00,C_000427,P_0103,EURUSD,SELL,7787740.85,Euro,False,False,False
T_0000610,2022-09-04 09:33:00,C_000701,P_0103,USDJPY,SELL,1701.41,Euro,False,False,False
T_0000611,2022-09-04 09:34:00,C_000700,P_0103,US100,SELL,342.38,Euro,False,False,False
T_0000612,2022-09-04 09:42:00,C_000699,P_0103,EURUSD,SELL,180.06,Euro,False,False,False
T_0000613,2022-09-04 02:26:03,C_000823,P_0199,XAUUSD,SELL,3046.47,Canadian Dollar,True,True,False
T_0000614,2022-09-04 09:43:00,C_000698,P_0103,EURUSD,BUY,2265.75,Euro,False,False,False
T_0000615,2022-09-04 09:43:00,C_000426,P_0103,AUDCAD,BUY,1723.08,Euro,False,False,False
T_0000616,2022-09-04 09:47:00,C_000697,P_0103,USDJPY,SELL,4075.35,Euro,False,False,False
T_0000617,2022-09-03 14:57:02,C_000005,P_0127,AUDCAD,SELL,158.86,US Dollar,True,True,False
T_0000618,2022-09-04 10:11:00,C_001163,P_0129,GBPJPY,BUY,2952.4,US Dollar,True,True,False
T_0000619,2022-09-04 10:13:00,C_000828,P_0072,AUDCAD,SELL,9759.4,Euro,True,False,False
T_0000620,2022-09-04 10:13:00,C_000874,P_0164,EURUSD,SELL,85.5,US Dollar,False,False,False
T_0000621,2022-09-04 10:24:00,C_001710,P_0077,XAUUSD,BUY,19243.88,US Dollar,True,True,False
T_0000622,2022-09-04 01:50:01,C_001458,P_0036,GBPJPY,SELL,3868.26,Euro,True,True,False
T_0000623,2022-09-04 10:41:00,C_000915,P_0039,US100,BUY,5928.97,Swiss Franc,True,False,False
T_0000624,2022-09-04 11:00:00,C_000938,P_0159,GBPJPY,BUY,15429.07,Canadian Dollar,True,True,False
T_0000625,2022-09-04 11:01:00,C_000575,P_0007,BTCUSD,SELL,12617.24,US Dollar,True,False,False
T_0000626,2022-09-04 11:09:00,C_000003,P_0072,US100,BUY,1110.58,Euro,False,False,False
T_0000627,2022-09-04 06:40:03,C_000598,P_0044,BTCUSD,SELL,28099.7,Yuan,True,True,False
T_0000628,2022-09-04 11:30:00,C_000926,P_0023,GBPJPY,BUY,2458.19,Euro,False,False,False
T_0000629,2022-09-04 11:30:00,C_000060,P_0039,BTCUSD,BUY,18102.93,Swiss Franc,True,True,False
T_0000630,2022-09-04 11:30:00,C_000931,P_0023,XAUUSD,SELL,3140.09,Euro,False,False,False
T_0000631,2022-09-04 11:32:00,C_000928,P_0023,AUDCAD,SELL,2891.51,Euro,False,False,False
T_0000632,2022-09-04 11:33:00,C_000930,P_0023,GBPJPY,SELL,1384.29,Euro,False,False,False
T_0000633,2022-09-04 11:39:00,C_000929,P_0023,BTCUSD,BUY,2325.6,Euro,False,False,False
T_0000634,2022-09-04 11:43:00,C_000932,P_0023,GBPJPY,BUY,134.11,Euro,False,False,False
T_0000635,2022-09-04 11:44:00,C_002075,P_0178,USDJPY,BUY,66719.61,Saudi Riyal,True,False,False
T_0000636,2022-09-04 11:51:00,C_000927,P_0023,BTCUSD,SELL,2473.91,Euro,False,False,False
T_0000637,2022-09-04 04:45:02,C_000016,P_0171,USDJPY,SELL,7693.02,Saudi Riyal,True,True,False
T_0000638,2022-09-04 12:00:00,C_001604,P_0042,GBPJPY,SELL,2174.18,US Dollar,False,False,False
T_0000639,2022-09-04 12:02:00,C_001602,P_0042,XAUUSD,BUY,2600.25,US Dollar,False,False,False
T_0000640,2022-09-04 12:09:00,C_001599,P_0042,AUDCAD,BUY,4752.7,US Dollar,False,False,False
T_0000641,2022-09-04 12:11:00,C_001600,P_0042,EURUSD,SELL,3967.07,US Dollar,False,False,False
T_0000642,2022-09-04 12:12:00,C_001603,P_0042,EURUSD,SELL,3920.98,US Dollar,False,False,False
T_0000643,2022-09-04 12:21:00,C_001601,P_0042,GBPJPY,SELL,3541.35,US Dollar,False,False,False
T_0000644,2022-09-04 12:21:00,C_001597,P_0042,BTCUSD,BUY,2972.43,US Dollar,False,False,False
T_0000645,2022-09-04 12:27:00,C_001605,P_0042,US100,BUY,2612.97,US Dollar,False,False,False
T_0000646,2022-09-04 12:29:00,C_001596,P_0042,XAUUSD,SELL,4343.73,US Dollar,False,False,False
T_0000647,2022-09-04 12:50:00,C_001927,P_0171,EURUSD,BUY,35234.38,Saudi Riyal,True,True,False
T_0000648,2022-09-04 12:53:00,C_000704,P_0170,BTCUSD,BUY,167361853.53,Rupee,True,False,False
T_0000649,2022-09-04 12:53:00,C_001271,P_0145,US100,BUY,937.15,UK Pound,True,True,False
T_0000650,2022-09-04 12:55:00,C_001918,P_0178,EURUSD,BUY,3756.51,Saudi Riyal,True,False,False
T_0000651,2022-09-04 13:32:00,C_001444,P_0199,USDJPY,BUY,11972.35,Canadian Dollar,True,True,False
T_0000652,2022-09-04 13:33:00,C_001407,P_0044,EURUSD,BUY,104248.37,Yuan,True,True,False
T_0000653,2022-09-03 14:28:03,C_000791,P_0173,USDJPY,SELL,12338.08,Swiss Franc,True,True,False
T_0000654,2022-09-04 14:16:00,C_000141,P_0064,USDJPY,SELL,3356.48,US Dollar,True,False,False
T_0000655,2022-09-04 14:46:00,C_000045,P_0127,XAUUSD,BUY,3757.42,US Dollar,True,True,False
T_0000656,2022-09-04 02:54:04,C_001667,P_0148,GBPJPY,SELL,7140.24,US Dollar,True,True,False
T_0000657,2022-09-04 14:59:00,C_000010,P_0072,US100,BUY,13144.18,Euro,True,True,False
T_0000658,2022-09-04 15:00:00,C_001664,P_0112,XAUUSD,SELL,25705.52,Yuan,False,False,False
T_0000659,2022-09-04 15:04:00,C_001670,P_0112,EURUSD,BUY,21179.63,Yuan,False,False,False
T_0000660,2022-09-04 15:11:00,C_001672,P_0112,USDJPY,SELL,2419.33,Yuan,False,False,False
T_0000661,2022-09-04 15:17:00,C_001668,P_0112,XAUUSD,SELL,6075.17,Yuan,False,False,False
T_0000662,2022-09-04 15:19:00,C_001673,P_0112,USDJPY,SELL,33474.44,Yuan,False,False,False
T_0000663,2022-09-04 15:22:00,C_001669,P_0112,US100,BUY,33119.15,Yuan,False,False,False
T_0000664,2022-09-04 15:23:00,C_001665,P_0112,XAUUSD,SELL,8559.5,Yuan,False,False,False
T_0000665,2022-09-04 15:24:00,C_001804,P_0007,GBPJPY,BUY,19717232.44,US Dollar,True,False,False
T_0000666,2022-09-04 12:50:04,C_001914,P_0171,EURUSD,SELL,35740.32,Saudi Riyal,True,True,False
T_0000667,2022-09-04 15:26:00,C_000838,P_0148,BTCUSD,BUY,1323.3,US Dollar,True,True,False
T_0000668,2022-09-04 15:28:00,C_001915,P_0178,EURUSD,BUY,37976.48,Saudi Riyal,True,True,False
T_0000669,2022-09-04 15:29:00,C_001671,P_0112,AUDCAD,SELL,4387.4,Yuan,False,False,False
T_0000670,2022-09-04 15:31:00,C_001537,P_0080,AUDCAD,BUY,15701.38,Brazil Real,False,False,False
T_0000671,2022-09-04 15:32:00,C_001051,P_0007,XAUUSD,SELL,9884.38,US Dollar,True,False,False
T_0000672,2022-09-04 08:48:01,C_000599,P_0154,XAUUSD,SELL,16730.82,US Dollar,True,True,False
T_0000673,2022-09-04 15:33:00,C_001541,P_0080,AUDCAD,SELL,20577.16,Brazil Real,False,False,False
T_0000674,2022-09-04 15:39:00,C_001532,P_0080,BTCUSD,BUY,9221.77,Brazil Real,False,False,False
T_0000675,2022-09-04 15:42:00,C_001542,P_0080,US100,BUY,2967.63,Brazil Real,False,False,False
T_0000676,2022-09-04 15:44:00,C_001539,P_0080,XAUUSD,BUY,3088.27,Brazil Real,False,False,False
T_0000677,2022-09-04 15:48:00,C_001535,P_0080,XAUUSD,BUY,21666.05,Brazil Real,False,False,False
T_0000678,2022-09-04 15:48:00,C_001538,P_0080,XAUUSD,SELL,22773.41,Brazil Real,False,False,False
T_0000679,2022-09-04 15:52:00,C_001540,P_0080,EURUSD,BUY,16961.85,Brazil Real,False,False,False
T_0000680,2022-09-04 15:57:00,C_001543,P_0080,EURUSD,BUY,25915.77,Brazil Real,False,False,False
T_0000681,2022-09-04 15:57:00,C_001536,P_0080,GBPJPY,BUY,17461.78,Brazil Real,False,False,False
T_0000682,2022-09-04 16:01:00,C_001943,P_0100,AUDCAD,BUY,51672.43,Saudi Riyal,True,True,False
T_0000683,2022-09-04 15:26:02,C_001850,P_0148,BTCUSD,SELL,1331.39,US Dollar,True,True,False
T_0000684,2022-09-04 16:10:00,C_000515,P_0158,EURUSD,SELL,6897.04,US Dollar,False,False,False
T_0000685,2022-09-04 12:53:04,C_000676,P_0145,US100,SELL,955.69,UK Pound,True,True,False
T_0000686,2022-09-04 16:21:00,C_000923,P_0154,AUDCAD,BUY,7061.87,US Dollar,True,True,False
T_0000687,2022-09-04 16:21:00,C_001114,P_0173,XAUUSD,SELL,10058.54,Swiss Franc,True,False,False
T_0000688,2022-09-04 13:33:03,C_000301,P_0044,EURUSD,SELL,102748.61,Yuan,True,True,False
T_0000689,2022-09-04 17:03:00,C_000056,P_0110,XAUUSD,BUY,13764.67,US Dollar,True,False,False
T_0000690,2022-09-04 14:46:04,C_000048,P_0127,XAUUSD,SELL,3748.42,US Dollar,True,True,False
T_0000691,2022-09-04 17:22:00,C_001465,P_0086,GBPJPY,BUY,8782.79,Australian Dollar,True,True,False
T_0000692,2022-09-04 18:20:00,C_001274,P_0170,BTCUSD,BUY,782356.91,Rupee,True,True,False
T_0000693,2022-09-04 18:24:00,C_001246,P_0110,GBPJPY,BUY,17065.68,US Dollar,True,True,False
T_0000694,2022-09-04 18:34:00,C_001107,P_0101,USDJPY,SELL,2140.91,UK Pound,False,False,False
T_0000695,2022-09-04 18:20:04,C_001858,P_0170,BTCUSD,SELL,767100.01,Rupee,True,True,False
T_0000696,2022-09-04 18:40:00,C_001106,P_0101,AUDCAD,SELL,804.71,UK Pound,False,False,False
T_0000697,2022-09-04 17:22:04,C_000943,P_0086,GBPJPY,SELL,8609.04,Australian Dollar,True,True,False
T_0000698,2022-09-04 18:47:00,C_001109,P_0101,AUDCAD,BUY,1105.83,UK Pound,False,False,False
T_0000699,2022-09-04 18:50:00,C_001105,P_0101,BTCUSD,SELL,2186.13,UK Pound,False,False,False
T_0000700,2022-09-04 18:51:00,C_001108,P_0101,GBPJPY,SELL,2008.81,UK Pound,False,False,False
T_0000701,2022-09-04 18:54:00,C_001104,P_0101,AUDCAD,SELL,2495.59,UK Pound,False,False,False
T_0000702,2022-09-04 18:59:00,C_001110,P_0101,USDJPY,BUY,1061.07,UK Pound,False,False,False
T_0000703,2022-09-04 18:59:00,C_001103,P_0101,AUDCAD,BUY,1259.25,UK Pound,False,False,False
T_0000704,2022-09-04 18:59:00,C_001111,P_0101,GBPJPY,BUY,290.0,UK Pound,False,False,False
T_0000705,2022-09-04 16:21:04,C_001581,P_0154,AUDCAD,SELL,6929.47,US Dollar,True,True,False
T_0000706,2022-09-04 11:00:04,C_001179,P_0159,GBPJPY,SELL,15491.24,Canadian Dollar,True,True,False
T_0000707,2022-09-02 07:59:04,C_000424,P_0045,GBPJPY,SELL,147.43,US Dollar,True,True,False
T_0000708,2022-09-04 20:01:00,C_001244,P_0131,XAUUSD,BUY,429.21,Australian Dollar,True,True,False
T_0000709,2022-09-04 20:01:04,C_001244,P_0131,XAUUSD,SELL,434.25,Australian Dollar,True,True,False
T_0000710,2022-09-04 20:37:00,C_000095,P_0198,USDJPY,BUY,23243.75,US Dollar,True,False,False
T_0000711,2022-09-04 08:09:03,C_000186,P_0092,US100,SELL,6934.75,US Dollar,True,True,False
T_0000712,2022-09-04 21:57:00,C_001006,P_0154,XAUUSD,BUY,1357.02,US Dollar,True,True,False
T_0000713,2022-09-04 22:04:00,C_000210,P_0019,US100,BUY,146.61,US Dollar,True,True,False
T_0000714,2022-09-04 22:58:00,C_001204,P_0170,EURUSD,BUY,918374.42,Rupee,True,True,False
T_0000715,2022-09-04 23:02:00,C_001700,P_0119,EURUSD,SELL,2342.83,Swiss Franc,False,False,False
T_0000716,2022-09-04 23:03:00,C_000841,P_0051,EURUSD,SELL,10928.61,US Dollar,False,False,False
T_0000717,2022-09-04 23:05:00,C_000830,P_0051,BTCUSD,BUY,48040.45,US Dollar,True,False,False
T_0000718,2022-09-04 23:07:00,C_001703,P_0119,GBPJPY,SELL,2677.26,Swiss Franc,False,False,False
T_0000719,2022-09-04 23:14:00,C_001698,P_0119,BTCUSD,SELL,4118.9,Swiss Franc,False,False,False
T_0000720,2022-09-04 23:14:00,C_001701,P_0119,US100,BUY,2756.52,Swiss Franc,False,False,False
T_0000721,2022-09-04 23:14:00,C_000836,P_0051,US100,SELL,51010007.54,US Dollar,False,False,False
T_0000722,2022-09-04 23:20:00,C_000833,P_0051,BTCUSD,BUY,7845.28,US Dollar,False,False,False
T_0000723,2022-09-04 23:20:00,C_000844,P_0051,AUDCAD,SELL,23037.86,US Dollar,False,False,False
T_0000724,2022-09-04 23:21:00,C_000831,P_0051,GBPJPY,SELL,1402.23,US Dollar,False,False,False
T_0000725,2022-09-04 23:21:00,C_000840,P_0051,USDJPY,BUY,39594.55,US Dollar,False,False,False
T_0000726,2022-09-04 23:21:00,C_000842,P_0051,XAUUSD,BUY,11831.71,US Dollar,False,False,False
T_0000727,2022-09-04 23:24:00,C_000832,P_0051,BTCUSD,BUY,13179.79,US Dollar,False,False,False
T_0000728,2022-09-04 23:45:00,C_001437,P_0043,EURUSD,BUY,7469.82,US Dollar,True,True,False
T_0000729,2022-09-05 00:08:00,C_001023,P_0120,AUDCAD,BUY,32.9,Euro,True,True,False
T_0000730,2022-09-05 00:19:00,C_000724,P_0190,EURUSD,SELL,30.46,US Dollar,False,False,False
T_0000731,2022-09-05 00:29:00,C_000121,P_0198,US100,BUY,19533.96,US Dollar,True,True,False
T_0000732,2022-09-05 00:57:00,C_000120,P_0033,USDJPY,BUY,15700.82,Euro,True,True,False
T_0000733,2022-09-05 01:00:00,C_002093,P_0058,US100,SELL,1642.08,US Dollar,False,False,False
T_0000734,2022-09-05 01:03:00,C_002101,P_0058,XAUUSD,SELL,1956.5,US Dollar,False,False,False
T_0000735,2022-09-05 01:03:00,C_002099,P_0058,US100,SELL,2856.98,US Dollar,False,False,False
T_0000736,2022-09-05 01:04:00,C_002098,P_0058,BTCUSD,BUY,3615.75,US Dollar,False,False,False
T_0000737,2022-09-05 01:16:00,C_002094,P_0058,USDJPY,BUY,4109.24,US Dollar,False,False,False
T_0000738,2022-09-04 15:28:03,C_001965,P_0178,EURUSD,SELL,37385.1,Saudi Riyal,True,True,False
T_0000739,2022-09-05 01:18:00,C_002100,P_0058,BTCUSD,SELL,2962.69,US Dollar,False,False,False
T_0000740,2022-09-05 01:20:00,C_002095,P_0058,EURUSD,SELL,2933.34,US Dollar,False,False,False
T_0000741,2022-09-05 01:21:00,C_001071,P_0029,GBPJPY,BUY,753279.46,Rupee,True,False,False
T_0000742,2022-09-05 01:26:00,C_002096,P_0058,AUDCAD,SELL,2300.91,US Dollar,False,False,False
T_0000743,2022-09-04 11:30:02,C_000912,P_0039,BTCUSD,SELL,18430.88,Swiss Franc,True,True,False
