commission_id,timestamp,client_id,partner_id,trade_id,commission_amount,currency,is_fraudulent
CM_0000550,2022-09-04 00:09:00,C_001017,P_0068,T_0000550,29.4815,Euro,False
CM_0000551,2022-09-04 00:10:00,C_001018,P_0068,T_0000551,22.532,Euro,False
CM_0000552,2022-09-04 00:26:00,C_001014,P_0068,T_0000552,92.39150000000001,Euro,False
CM_0000553,2022-09-04 00:27:00,C_001015,P_0068,T_0000553,205.56900000000002,Euro,False
CM_0000554,2022-09-04 00:32:00,C_000339,P_0053,T_0000554,54.3925,Euro,False
CM_0000555,2022-09-04 00:34:00,C_000326,P_0053,T_0000555,129.929,Euro,False
CM_0000556,2022-09-04 00:34:00,C_000330,P_0053,T_0000556,169.33050000000003,Euro,False
CM_0000557,2022-09-04 00:41:00,C_000329,P_0053,T_0000557,8.201500000000001,Euro,False
CM_0000558,2022-09-04 00:52:00,C_000335,P_0053,T_0000558,42.392,Euro,False
CM_0000559,2022-09-04 00:53:00,C_000343,P_0053,T_0000559,152.14100000000002,Euro,False
CM_0000560,2022-09-04 00:55:00,C_000332,P_0053,T_0000560,196.447,Euro,False
CM_0000561,2022-09-04 00:56:00,C_000327,P_0053,T_0000561,203.94050000000001,Euro,False
CM_0000562,2022-09-04 01:02:00,C_000113,P_0198,T_0000562,37.584500000000006,US Dollar,False
CM_0000563,2022-09-04 01:26:00,C_001800,P_0036,T_0000563,30.1325,Euro,True
CM_0000564,2022-09-04 02:50:00,C_000027,P_0126,T_0000564,421.029,Euro,False
CM_0000565,2022-09-04 02:50:00,C_001606,P_0036,T_0000565,192.996,Euro,True
CM_0000566,2022-09-04 03:26:00,C_000961,P_0199,T_0000566,155.2415,Canadian Dollar,True
CM_0000567,2022-09-04 03:54:00,C_000887,P_0148,T_0000567,361.56500000000005,US Dollar,True
CM_0000568,2022-09-04 04:09:00,C_001252,P_0170,T_0000568,48376.867,Rupee,True
CM_0000569,2022-09-04 04:47:00,C_001366,P_0007,T_0000569,358.3845,US Dollar,True
CM_0000570,2022-09-04 05:33:00,C_001169,P_0044,T_0000570,299.86100000000005,Yuan,True
CM_0000571,2022-09-04 05:45:00,C_001913,P_0171,T_0000571,389.663,Saudi Riyal,True
CM_0000572,2022-09-04 06:10:00,C_001145,P_0157,T_0000572,5.0055000000000005,UK Pound,False
CM_0000573,2022-09-04 06:17:00,C_002069,P_0178,T_0000573,1029.8680000000002,Saudi Riyal,True
CM_0000574,2022-09-04 06:33:00,C_001247,P_0092,T_0000574,721.2425000000001,US Dollar,True
CM_0000575,2022-09-04 06:43:00,C_000292,P_0129,T_0000575,448.83549999999997,US Dollar,True
CM_0000576,2022-09-04 07:00:00,C_001818,P_0070,T_0000576,569.993,Shekel,False
CM_0000577,2022-09-04 07:05:00,C_000867,P_0039,T_0000577,522.8755,Swiss Franc,True
CM_0000578,2022-09-04 07:12:00,C_001820,P_0070,T_0000578,253.0975,Shekel,False
CM_0000579,2022-09-04 07:15:00,C_001823,P_0070,T_0000579,321.2705,Shekel,False
CM_0000580,2022-09-04 07:16:00,C_001817,P_0070,T_0000580,64.6875,Shekel,False
CM_0000581,2022-09-04 07:24:00,C_001822,P_0070,T_0000581,703.315,Shekel,False
CM_0000582,2022-09-04 07:24:00,C_001816,P_0070,T_0000582,404.6575,Shekel,False
CM_0000583,2022-09-04 07:26:00,C_001819,P_0070,T_0000583,831.4770000000001,Shekel,False
CM_0000584,2022-09-04 07:26:00,C_001824,P_0070,T_0000584,203.276,Shekel,False
CM_0000585,2022-09-04 07:40:00,C_000142,P_0044,T_0000585,1397.496,Yuan,True
CM_0000586,2022-09-04 08:04:00,C_002108,P_0073,T_0000586,27.317500000000003,US Dollar,False
CM_0000587,2022-09-04 08:10:00,C_002071,P_0178,T_0000587,1029.1055000000001,Saudi Riyal,True
CM_0000588,2022-09-04 08:14:00,C_002103,P_0073,T_0000588,84.19900000000001,US Dollar,False
CM_0000589,2022-09-04 08:14:00,C_002109,P_0073,T_0000589,49.176,US Dollar,False
CM_0000590,2022-09-04 08:16:00,C_002110,P_0073,T_0000590,35.8675,US Dollar,False
CM_0000591,2022-09-04 08:16:00,C_002107,P_0073,T_0000591,80.9895,US Dollar,False
CM_0000592,2022-09-04 08:24:00,C_002104,P_0073,T_0000592,148.893,US Dollar,False
CM_0000593,2022-09-04 08:24:00,C_002106,P_0073,T_0000593,40.977000000000004,US Dollar,False
CM_0000594,2022-09-04 08:25:00,C_002102,P_0073,T_0000594,180.02650000000003,US Dollar,False
CM_0000595,2022-09-04 08:34:00,C_002037,P_0172,T_0000595,63.7545,Euro,False
CM_0000596,2022-09-04 08:35:00,C_002034,P_0172,T_0000596,36.591,Euro,False
CM_0000597,2022-09-04 08:35:00,C_002036,P_0172,T_0000597,167.029,Euro,False
CM_0000598,2022-09-04 08:49:00,C_002029,P_0172,T_0000598,113.528,Euro,False
CM_0000599,2022-09-04 08:53:00,C_002031,P_0172,T_0000599,36.154,Euro,False
CM_0000600,2022-09-04 08:53:00,C_002030,P_0172,T_0000600,74.632,Euro,False
CM_0000601,2022-09-04 08:55:00,C_002032,P_0172,T_0000601,198.5975,Euro,False
CM_0000602,2022-09-04 08:55:00,C_002033,P_0172,T_0000602,184.56550000000001,Euro,False
CM_0000603,2022-09-04 09:09:00,C_000913,P_0092,T_0000603,346.6215,US Dollar,True
CM_0000604,2022-09-04 09:15:00,C_001029,P_0154,T_0000604,743.3045000000001,US Dollar,True
CM_0000605,2022-09-04 09:48:00,C_000382,P_0154,T_0000605,853.291,US Dollar,True
CM_0000606,2022-09-04 10:01:00,C_001022,P_0145,T_0000606,752.819,UK Pound,True
CM_0000607,2022-09-04 10:07:00,C_000197,P_0007,T_0000607,994.1110000000001,US Dollar,True
CM_0000608,2022-09-04 10:27:00,C_001229,P_0072,T_0000608,310.548,Euro,True
CM_0000609,2022-09-04 10:32:00,C_000427,P_0103,T_0000609,389387.0425,Euro,False
CM_0000610,2022-09-04 10:33:00,C_000701,P_0103,T_0000610,85.07050000000001,Euro,False
CM_0000611,2022-09-04 10:34:00,C_000700,P_0103,T_0000611,17.119,Euro,False
CM_0000612,2022-09-04 10:42:00,C_000699,P_0103,T_0000612,9.003,Euro,False
CM_0000613,2022-09-04 10:42:00,C_000823,P_0199,T_0000613,152.3235,Canadian Dollar,True
CM_0000614,2022-09-04 10:43:00,C_000698,P_0103,T_0000614,113.28750000000001,Euro,False
CM_0000615,2022-09-04 10:43:00,C_000426,P_0103,T_0000615,86.154,Euro,False
CM_0000616,2022-09-04 10:47:00,C_000697,P_0103,T_0000616,203.7675,Euro,False
CM_0000617,2022-09-04 10:59:00,C_000005,P_0127,T_0000617,7.943000000000001,US Dollar,True
CM_0000618,2022-09-04 11:11:00,C_001163,P_0129,T_0000618,147.62,US Dollar,True
CM_0000619,2022-09-04 11:13:00,C_000828,P_0072,T_0000619,487.97,Euro,True
CM_0000620,2022-09-04 11:13:00,C_000874,P_0164,T_0000620,4.275,US Dollar,False
CM_0000621,2022-09-04 11:24:00,C_001710,P_0077,T_0000621,962.1940000000001,US Dollar,True
CM_0000622,2022-09-04 11:41:00,C_001458,P_0036,T_0000622,193.413,Euro,True
CM_0000623,2022-09-04 11:41:00,C_000915,P_0039,T_0000623,296.4485,Swiss Franc,True
CM_0000624,2022-09-04 12:00:00,C_000938,P_0159,T_0000624,771.4535000000001,Canadian Dollar,True
CM_0000625,2022-09-04 12:01:00,C_000575,P_0007,T_0000625,630.8620000000001,US Dollar,True
CM_0000626,2022-09-04 12:09:00,C_000003,P_0072,T_0000626,55.528999999999996,Euro,False
CM_0000627,2022-09-04 12:16:00,C_000598,P_0044,T_0000627,1404.9850000000001,Yuan,True
CM_0000628,2022-09-04 12:30:00,C_000926,P_0023,T_0000628,122.90950000000001,Euro,False
CM_0000629,2022-09-04 12:30:00,C_000060,P_0039,T_0000629,905.1465000000001,Swiss Franc,True
CM_0000630,2022-09-04 12:30:00,C_000931,P_0023,T_0000630,157.0045,Euro,False
CM_0000631,2022-09-04 12:32:00,C_000928,P_0023,T_0000631,144.5755,Euro,False
CM_0000632,2022-09-04 12:33:00,C_000930,P_0023,T_0000632,69.2145,Euro,False
CM_0000633,2022-09-04 12:39:00,C_000929,P_0023,T_0000633,116.28,Euro,False
CM_0000634,2022-09-04 12:43:00,C_000932,P_0023,T_0000634,6.705500000000001,Euro,False
CM_0000635,2022-09-04 12:44:00,C_002075,P_0178,T_0000635,3335.9805,Saudi Riyal,True
CM_0000636,2022-09-04 12:51:00,C_000927,P_0023,T_0000636,123.6955,Euro,False
CM_0000637,2022-09-04 12:55:00,C_000016,P_0171,T_0000637,384.65100000000007,Saudi Riyal,True
CM_0000638,2022-09-04 13:00:00,C_001604,P_0042,T_0000638,108.709,US Dollar,False
CM_0000639,2022-09-04 13:02:00,C_001602,P_0042,T_0000639,130.01250000000002,US Dollar,False
CM_0000640,2022-09-04 13:09:00,C_001599,P_0042,T_0000640,237.635,US Dollar,False
CM_0000641,2022-09-04 13:11:00,C_001600,P_0042,T_0000641,198.35350000000003,US Dollar,False
CM_0000642,2022-09-04 13:12:00,C_001603,P_0042,T_0000642,196.049,US Dollar,False
CM_0000643,2022-09-04 13:21:00,C_001601,P_0042,T_0000643,177.0675,US Dollar,False
CM_0000644,2022-09-04 13:21:00,C_001597,P_0042,T_0000644,148.6215,US Dollar,False
CM_0000645,2022-09-04 13:27:00,C_001605,P_0042,T_0000645,130.64849999999998,US Dollar,False
CM_0000646,2022-09-04 13:29:00,C_001596,P_0042,T_0000646,217.1865,US Dollar,False
CM_0000647,2022-09-04 13:50:00,C_001927,P_0171,T_0000647,1761.719,Saudi Riyal,True
CM_0000648,2022-09-04 13:53:00,C_000704,P_0170,T_0000648,8368092.6765,Rupee,True
CM_0000649,2022-09-04 13:53:00,C_001271,P_0145,T_0000649,46.8575,UK Pound,True
CM_0000650,2022-09-04 13:55:00,C_001918,P_0178,T_0000650,187.82550000000003,Saudi Riyal,True
CM_0000651,2022-09-04 14:32:00,C_001444,P_0199,T_0000651,598.6175000000001,Canadian Dollar,True
CM_0000652,2022-09-04 14:33:00,C_001407,P_0044,T_0000652,5212.4185,Yuan,True
CM_0000653,2022-09-04 15:07:00,C_000791,P_0173,T_0000653,616.904,Swiss Franc,True
CM_0000654,2022-09-04 15:16:00,C_000141,P_0064,T_0000654,167.824,US Dollar,True
CM_0000655,2022-09-04 15:46:00,C_000045,P_0127,T_0000655,187.871,US Dollar,True
CM_0000656,2022-09-04 15:55:00,C_001667,P_0148,T_0000656,357.012,US Dollar,True
CM_0000657,2022-09-04 15:59:00,C_000010,P_0072,T_0000657,657.2090000000001,Euro,True
CM_0000658,2022-09-04 16:00:00,C_001664,P_0112,T_0000658,1285.276,Yuan,False
CM_0000659,2022-09-04 16:04:00,C_001670,P_0112,T_0000659,1058.9815,Yuan,False
CM_0000660,2022-09-04 16:11:00,C_001672,P_0112,T_0000660,120.9665,Yuan,False
CM_0000661,2022-09-04 16:17:00,C_001668,P_0112,T_0000661,303.7585,Yuan,False
CM_0000662,2022-09-04 16:19:00,C_001673,P_0112,T_0000662,1673.7220000000002,Yuan,False
CM_0000663,2022-09-04 16:22:00,C_001669,P_0112,T_0000663,1655.9575000000002,Yuan,False
CM_0000664,2022-09-04 16:23:00,C_001665,P_0112,T_0000664,427.975,Yuan,False
CM_0000665,2022-09-04 16:24:00,C_001804,P_0007,T_0000665,985861.6220000001,US Dollar,True
CM_0000666,2022-09-04 16:25:00,C_001914,P_0171,T_0000666,1787.016,Saudi Riyal,True
CM_0000667,2022-09-04 16:26:00,C_000838,P_0148,T_0000667,66.165,US Dollar,True
CM_0000668,2022-09-04 16:28:00,C_001915,P_0178,T_0000668,1898.8240000000003,Saudi Riyal,True
CM_0000669,2022-09-04 16:29:00,C_001671,P_0112,T_0000669,219.37,Yuan,False
CM_0000670,2022-09-04 16:31:00,C_001537,P_0080,T_0000670,785.069,Brazil Real,False
CM_0000671,2022-09-04 16:32:00,C_001051,P_0007,T_0000671,494.219,US Dollar,True
CM_0000672,2022-09-04 16:33:00,C_000599,P_0154,T_0000672,836.541,US Dollar,True
CM_0000673,2022-09-04 16:33:00,C_001541,P_0080,T_0000673,1028.858,Brazil Real,False
CM_0000674,2022-09-04 16:39:00,C_001532,P_0080,T_0000674,461.08850000000007,Brazil Real,False
CM_0000675,2022-09-04 16:42:00,C_001542,P_0080,T_0000675,148.38150000000002,Brazil Real,False
CM_0000676,2022-09-04 16:44:00,C_001539,P_0080,T_0000676,154.4135,Brazil Real,False
CM_0000677,2022-09-04 16:48:00,C_001535,P_0080,T_0000677,1083.3025,Brazil Real,False
CM_0000678,2022-09-04 16:48:00,C_001538,P_0080,T_0000678,1138.6705,Brazil Real,False
CM_0000679,2022-09-04 16:52:00,C_001540,P_0080,T_0000679,848.0925,Brazil Real,False
CM_0000680,2022-09-04 16:57:00,C_001543,P_0080,T_0000680,1295.7885,Brazil Real,False
CM_0000681,2022-09-04 16:57:00,C_001536,P_0080,T_0000681,873.0889999999999,Brazil Real,False
CM_0000682,2022-09-04 17:01:00,C_001943,P_0100,T_0000682,2583.6215,Saudi Riyal,True
CM_0000683,2022-09-04 17:06:00,C_001850,P_0148,T_0000683,66.5695,US Dollar,True
CM_0000684,2022-09-04 17:10:00,C_000515,P_0158,T_0000684,344.85200000000003,US Dollar,False
CM_0000685,2022-09-04 17:19:00,C_000676,P_0145,T_0000685,47.78450000000001,UK Pound,True
CM_0000686,2022-09-04 17:21:00,C_000923,P_0154,T_0000686,353.0935,US Dollar,True
CM_0000687,2022-09-04 17:21:00,C_001114,P_0173,T_0000687,502.9270000000001,Swiss Franc,True
CM_0000688,2022-09-04 17:21:00,C_000301,P_0044,T_0000688,5137.4305,Yuan,True
CM_0000689,2022-09-04 18:03:00,C_000056,P_0110,T_0000689,688.2335,US Dollar,True
CM_0000690,2022-09-04 18:08:00,C_000048,P_0127,T_0000690,187.42100000000002,US Dollar,True
CM_0000691,2022-09-04 18:22:00,C_001465,P_0086,T_0000691,439.13950000000006,Australian Dollar,True
CM_0000692,2022-09-04 19:20:00,C_001274,P_0170,T_0000692,39117.8455,Rupee,True
CM_0000693,2022-09-04 19:24:00,C_001246,P_0110,T_0000693,853.2840000000001,US Dollar,True
CM_0000694,2022-09-04 19:34:00,C_001107,P_0101,T_0000694,107.0455,UK Pound,False
CM_0000695,2022-09-04 19:35:00,C_001858,P_0170,T_0000695,38355.0005,Rupee,True
CM_0000696,2022-09-04 19:40:00,C_001106,P_0101,T_0000696,40.2355,UK Pound,False
CM_0000697,2022-09-04 19:46:00,C_000943,P_0086,T_0000697,430.45200000000006,Australian Dollar,True
CM_0000698,2022-09-04 19:47:00,C_001109,P_0101,T_0000698,55.2915,UK Pound,False
CM_0000699,2022-09-04 19:50:00,C_001105,P_0101,T_0000699,109.30650000000001,UK Pound,False
CM_0000700,2022-09-04 19:51:00,C_001108,P_0101,T_0000700,100.4405,UK Pound,False
CM_0000701,2022-09-04 19:54:00,C_001104,P_0101,T_0000701,124.77950000000001,UK Pound,False
CM_0000702,2022-09-04 19:59:00,C_001110,P_0101,T_0000702,53.0535,UK Pound,False
CM_0000703,2022-09-04 19:59:00,C_001103,P_0101,T_0000703,62.962500000000006,UK Pound,False
CM_0000704,2022-09-04 19:59:00,C_001111,P_0101,T_0000704,14.5,UK Pound,False
CM_0000705,2022-09-04 20:20:00,C_001581,P_0154,T_0000705,346.47350000000006,US Dollar,True
CM_0000706,2022-09-04 20:30:00,C_001179,P_0159,T_0000706,774.562,Canadian Dollar,True
CM_0000707,2022-09-04 20:37:00,C_000424,P_0045,T_0000707,7.371500000000001,US Dollar,False
CM_0000708,2022-09-04 21:01:00,C_001244,P_0131,T_0000708,21.4605,Australian Dollar,False
CM_0000709,2022-09-04 21:05:00,C_001244,P_0131,T_0000709,21.712500000000002,Australian Dollar,False
CM_0000710,2022-09-04 21:37:00,C_000095,P_0198,T_0000710,1162.1875,US Dollar,True
CM_0000711,2022-09-04 22:37:00,C_000186,P_0092,T_0000711,346.7375,US Dollar,True
CM_0000712,2022-09-04 22:57:00,C_001006,P_0154,T_0000712,67.851,US Dollar,False
CM_0000713,2022-09-04 23:04:00,C_000210,P_0019,T_0000713,7.330500000000001,US Dollar,False
CM_0000714,2022-09-04 23:58:00,C_001204,P_0170,T_0000714,45918.721000000005,Rupee,True
CM_0000715,2022-09-05 00:02:00,C_001700,P_0119,T_0000715,117.14150000000001,Swiss Franc,False
CM_0000716,2022-09-05 00:03:00,C_000841,P_0051,T_0000716,546.4305,US Dollar,False
CM_0000717,2022-09-05 00:05:00,C_000830,P_0051,T_0000717,2402.0225,US Dollar,True
CM_0000718,2022-09-05 00:07:00,C_001703,P_0119,T_0000718,133.86300000000003,Swiss Franc,False
CM_0000719,2022-09-05 00:14:00,C_001698,P_0119,T_0000719,205.945,Swiss Franc,False
CM_0000720,2022-09-05 00:14:00,C_001701,P_0119,T_0000720,137.826,Swiss Franc,False
CM_0000721,2022-09-05 00:14:00,C_000836,P_0051,T_0000721,2550500.3770000003,US Dollar,False
CM_0000722,2022-09-05 00:20:00,C_000833,P_0051,T_0000722,392.264,US Dollar,False
CM_0000723,2022-09-05 00:20:00,C_000844,P_0051,T_0000723,1151.893,US Dollar,False
CM_0000724,2022-09-05 00:21:00,C_000831,P_0051,T_0000724,70.1115,US Dollar,False
CM_0000725,2022-09-05 00:21:00,C_000840,P_0051,T_0000725,1979.7275000000002,US Dollar,False
CM_0000726,2022-09-05 00:21:00,C_000842,P_0051,T_0000726,591.5855,US Dollar,False
CM_0000727,2022-09-05 00:24:00,C_000832,P_0051,T_0000727,658.9895000000001,US Dollar,False
CM_0000728,2022-09-05 00:45:00,C_001437,P_0043,T_0000728,373.491,US Dollar,True
CM_0000729,2022-09-05 01:08:00,C_001023,P_0120,T_0000729,1.645,Euro,False
CM_0000730,2022-09-05 01:19:00,C_000724,P_0190,T_0000730,1.5230000000000001,US Dollar,False
CM_0000731,2022-09-05 01:29:00,C_000121,P_0198,T_0000731,976.698,US Dollar,True
CM_0000732,2022-09-05 01:57:00,C_000120,P_0033,T_0000732,785.041,Euro,True
CM_0000733,2022-09-05 02:00:00,C_002093,P_0058,T_0000733,82.104,US Dollar,False
CM_0000734,2022-09-05 02:03:00,C_002101,P_0058,T_0000734,97.825,US Dollar,False
CM_0000735,2022-09-05 02:03:00,C_002099,P_0058,T_0000735,142.84900000000002,US Dollar,False
CM_0000736,2022-09-05 02:04:00,C_002098,P_0058,T_0000736,180.78750000000002,US Dollar,False
CM_0000737,2022-09-05 02:16:00,C_002094,P_0058,T_0000737,205.462,US Dollar,False
CM_0000738,2022-09-05 02:18:00,C_001965,P_0178,T_0000738,1869.255,Saudi Riyal,True
CM_0000739,2022-09-05 02:18:00,C_002100,P_0058,T_0000739,148.1345,US Dollar,False
CM_0000740,2022-09-05 02:20:00,C_002095,P_0058,T_0000740,146.667,US Dollar,False
CM_0000741,2022-09-05 02:21:00,C_001071,P_0029,T_0000741,37663.973,Rupee,True
CM_0000742,2022-09-05 02:26:00,C_002096,P_0058,T_0000742,115.0455,US Dollar,False
CM_0000743,2022-09-05 02:28:00,C_000912,P_0039,T_0000743,921.5440000000001,Swiss Franc,True
CM_0000744,2022-09-05 02:29:00,C_002097,P_0058,T_0000744,23.367,US Dollar,False
CM_0000745,2022-09-05 02:56:00,C_001770,P_0077,T_0000745,972.7520000000001,US Dollar,True
CM_0000746,2022-09-05 03:05:00,C_000013,P_0100,T_0000746,2544.2695000000003,Saudi Riyal,False
CM_0000747,2022-09-05 03:52:00,C_001722,P_0185,T_0000747,11.837000000000002,Euro,True
CM_0000748,2022-09-05 04:04:00,C_000808,P_0064,T_0000748,604.0115,US Dollar,True
CM_0000749,2022-09-05 05:15:00,C_002000,P_0043,T_0000749,366.22950000000003,US Dollar,True
CM_0000750,2022-09-05 06:08:00,C_000555,P_0029,T_0000750,28228.615999999998,Rupee,True
CM_0000751,2022-09-05 06:14:00,C_001631,P_0160,T_0000751,8.9235,Swiss Franc,False
CM_0000752,2022-09-05 06:33:00,C_000568,P_0043,T_0000752,731.0805,US Dollar,True
CM_0000753,2022-09-05 06:47:00,C_001646,P_0011,T_0000753,242.6035,US Dollar,True
CM_0000754,2022-09-05 07:02:00,C_000230,P_0011,T_0000754,243.12350000000004,US Dollar,False
CM_0000755,2022-09-05 07:11:00,C_000443,P_0029,T_0000755,7366.424000000001,Rupee,False
CM_0000756,2022-09-05 07:11:00,C_001848,P_0066,T_0000756,1375578.7400000002,US Dollar,True
CM_0000757,2022-09-05 07:11:00,C_000443,P_0029,T_0000757,7351.503000000001,Rupee,True
CM_0000758,2022-09-05 07:41:00,C_001352,P_0086,T_0000758,752.9695,Australian Dollar,True
CM_0000759,2022-09-05 08:06:00,C_001635,P_0072,T_0000759,665.211,Euro,True
CM_0000760,2022-09-05 08:12:00,C_000100,P_0198,T_0000760,976.331,US Dollar,True
CM_0000761,2022-09-05 08:16:00,C_000402,P_0154,T_0000761,67.15,US Dollar,True
CM_0000762,2022-09-05 08:23:00,C_001706,P_0092,T_0000762,317.4705,US Dollar,True
CM_0000763,2022-09-05 08:48:00,C_000908,P_0043,T_0000763,736.2760000000001,US Dollar,True
CM_0000764,2022-09-05 09:06:00,C_001758,P_0132,T_0000764,154.4085,Swiss Franc,False
CM_0000765,2022-09-05 09:06:00,C_001760,P_0132,T_0000765,40.173500000000004,Swiss Franc,False
CM_0000766,2022-09-05 09:08:00,C_001762,P_0132,T_0000766,70.5395,Swiss Franc,False
CM_0000767,2022-09-05 09:09:00,C_001757,P_0132,T_0000767,128.3185,Swiss Franc,False
CM_0000768,2022-09-05 09:09:00,C_001756,P_0132,T_0000768,46.516000000000005,Swiss Franc,False
CM_0000769,2022-09-05 09:11:00,C_000874,P_0164,T_0000769,4.275,US Dollar,False
CM_0000770,2022-09-05 09:16:00,C_001403,P_0170,T_0000770,45955.8785,Rupee,True
CM_0000771,2022-09-05 09:17:00,C_001754,P_0132,T_0000771,46.029500000000006,Swiss Franc,True
CM_0000772,2022-09-05 09:22:00,C_000582,P_0199,T_0000772,594.3439999999999,Canadian Dollar,True
CM_0000773,2022-09-05 09:23:00,C_001759,P_0132,T_0000773,61.1865,Swiss Franc,False
CM_0000774,2022-09-05 09:23:00,C_001755,P_0132,T_0000774,216.6415,Swiss Franc,False
CM_0000775,2022-09-05 09:31:00,C_001390,P_0129,T_0000775,149.25750000000002,US Dollar,True
CM_0000776,2022-09-05 09:32:00,C_001167,P_0011,T_0000776,626.466,US Dollar,True
CM_0000777,2022-09-05 09:42:00,C_000774,P_0044,T_0000777,6468.557000000001,Yuan,True
CM_0000778,2022-09-05 09:48:00,C_001030,P_0064,T_0000778,257.882,US Dollar,True
CM_0000779,2022-09-05 09:59:00,C_000103,P_0198,T_0000779,1141.8585,US Dollar,True
CM_0000780,2022-09-05 10:03:00,C_000453,P_0021,T_0000780,204.39300000000003,US Dollar,False
CM_0000781,2022-09-05 10:03:00,C_000137,P_0198,T_0000781,1143.5285000000001,US Dollar,True
CM_0000782,2022-09-05 10:04:00,C_000462,P_0021,T_0000782,224.264,US Dollar,False
CM_0000783,2022-09-05 10:11:00,C_000450,P_0021,T_0000783,173.22750000000002,US Dollar,False
CM_0000784,2022-09-05 10:16:00,C_000452,P_0021,T_0000784,153.39849999999998,US Dollar,False
CM_0000785,2022-09-05 10:16:00,C_000448,P_0021,T_0000785,54.658500000000004,US Dollar,False
CM_0000786,2022-09-05 10:18:00,C_000463,P_0021,T_0000786,108.5195,US Dollar,False
CM_0000787,2022-09-05 10:20:00,C_000451,P_0021,T_0000787,154.721,US Dollar,False
CM_0000788,2022-09-05 10:30:00,C_000209,P_0033,T_0000788,787.682,Euro,True
CM_0000789,2022-09-05 10:55:00,C_001678,P_0149,T_0000789,1750.0310000000002,Swiss Franc,False
CM_0000790,2022-09-05 11:07:00,C_001355,P_0159,T_0000790,639.461,Canadian Dollar,True
CM_0000791,2022-09-05 11:08:00,C_000112,P_0064,T_0000791,588.696,US Dollar,True
CM_0000792,2022-09-05 11:21:00,C_001648,P_0043,T_0000792,261.16900000000004,US Dollar,True
CM_0000793,2022-09-05 11:39:00,C_000035,P_0199,T_0000793,1160.6715000000002,Canadian Dollar,True
CM_0000794,2022-09-05 12:07:00,C_000893,P_0029,T_0000794,66839.952,Rupee,True
CM_0000795,2022-09-05 12:20:00,C_000696,P_0110,T_0000795,856.7260000000001,US Dollar,True
CM_0000796,2022-09-05 12:21:00,C_001906,P_0171,T_0000796,2827.237,Saudi Riyal,True
CM_0000797,2022-09-05 12:25:00,C_000944,P_0066,T_0000797,1395253.4855000002,US Dollar,True
CM_0000798,2022-09-05 12:34:00,C_001853,P_0044,T_0000798,6493.4075,Yuan,True
CM_0000799,2022-09-05 12:45:00,C_000242,P_0199,T_0000799,1159.047,Canadian Dollar,True
CM_0000800,2022-09-05 12:54:00,C_001693,P_0039,T_0000800,730.962,Swiss Franc,True
CM_0000801,2022-09-05 13:03:00,C_000507,P_0148,T_0000801,927.8115,US Dollar,True
CM_0000802,2022-09-05 13:05:00,C_001867,P_0072,T_0000802,303.443,Euro,True
CM_0000803,2022-09-05 13:20:00,C_000980,P_0029,T_0000803,65760.8635,Rupee,True
CM_0000804,2022-09-05 13:46:00,C_001068,P_0185,T_0000804,11.7255,Euro,True
CM_0000805,2022-09-05 13:57:00,C_001027,P_0148,T_0000805,11487.4035,US Dollar,True
CM_0000806,2022-09-05 13:59:00,C_000487,P_0129,T_0000806,793.6655000000001,US Dollar,True
CM_0000807,2022-09-05 14:10:00,C_001408,P_0110,T_0000807,64.5635,US Dollar,True
CM_0000808,2022-09-05 14:15:00,C_001180,P_0148,T_0000808,574.8545,US Dollar,True
CM_0000809,2022-09-05 14:42:00,C_000003,P_0072,T_0000809,300.8715,Euro,False
CM_0000810,2022-09-05 14:57:00,C_000406,P_0154,T_0000810,58.5375,US Dollar,True
CM_0000811,2022-09-05 14:58:00,C_000199,P_0044,T_0000811,5847.023000000001,Yuan,True
CM_0000812,2022-09-05 15:16:00,C_000188,P_0029,T_0000812,62804.087,Rupee,True
CM_0000813,2022-09-05 15:22:00,C_000891,P_0077,T_0000813,393.099,US Dollar,True
CM_0000814,2022-09-05 15:50:00,C_000521,P_0029,T_0000814,25623.609,Rupee,True
CM_0000815,2022-09-05 15:53:00,C_000036,P_0127,T_0000815,128.05,US Dollar,False
CM_0000816,2022-09-05 16:02:00,C_001414,P_0043,T_0000816,261.235,US Dollar,True
CM_0000817,2022-09-05 16:05:00,C_000004,P_0148,T_0000817,573.3135000000001,US Dollar,True
CM_0000818,2022-09-05 16:30:00,C_000914,P_0110,T_0000818,64.2145,US Dollar,True
CM_0000819,2022-09-05 16:37:00,C_001587,P_0154,T_0000819,58.74850000000001,US Dollar,True
CM_0000820,2022-09-05 16:41:00,C_001154,P_0066,T_0000820,720727.16,US Dollar,True
CM_0000821,2022-09-05 16:45:00,C_001663,P_0007,T_0000821,235.2835,US Dollar,True
CM_0000822,2022-09-05 16:46:00,C_001210,P_0129,T_0000822,792.5535,US Dollar,True
CM_0000823,2022-09-05 17:06:00,C_001021,P_0148,T_0000823,289.6755,US Dollar,True
CM_0000824,2022-09-05 17:15:00,C_001369,P_0154,T_0000824,987.5305000000001,US Dollar,True
CM_0000825,2022-09-05 17:16:00,C_000691,P_0185,T_0000825,788.0605,Euro,True
CM_0000826,2022-09-05 17:19:00,C_000433,P_0066,T_0000826,724750.6415,US Dollar,True
CM_0000827,2022-09-05 17:21:00,C_000405,P_0029,T_0000827,42022.067,Rupee,True
CM_0000828,2022-09-05 17:24:00,C_000742,P_0159,T_0000828,634.7965,Canadian Dollar,True
