commission_id,timestamp,partner_account_id,client_account_id,commission_amount,currency
CM_0000340,2022-09-02 17:58:00,P_0155,C_000587,9.482,US Dollar
CM_0000341,2022-09-02 17:58:00,P_0026,C_002060,94.4315,US Dollar
CM_0000342,2022-09-02 18:04:00,P_0155,C_001807,12.613,US Dollar
CM_0000343,2022-09-02 18:08:00,P_0155,C_001388,1.4325,US Dollar
CM_0000344,2022-09-02 18:13:00,P_0155,C_000906,54.679,US Dollar
CM_0000345,2022-09-02 18:30:00,P_0056,C_000984,21.5555,Euro
CM_0000346,2022-09-02 18:46:00,P_0159,C_001185,19.028,Canadian Dollar
CM_0000347,2022-09-02 19:00:00,P_0145,C_001053,436.307,UK Pound
CM_0000348,2022-09-02 19:10:00,P_0175,C_000968,428.216,Ruble
CM_0000349,2022-09-02 19:16:00,P_0155,C_001040,44.427,US Dollar
CM_0000350,2022-09-02 19:23:00,P_0155,C_001209,84.51150000000001,US Dollar
CM_0000351,2022-09-02 19:31:00,P_0178,C_001918,569.695,Saudi Riyal
CM_0000352,2022-09-02 19:37:00,P_0092,C_000385,677.9095000000001,US Dollar
CM_0000353,2022-09-02 19:41:00,P_0090,C_000563,22552.967000000004,Yen
CM_0000354,2022-09-02 19:50:00,P_0056,C_000263,17.5045,Euro
CM_0000355,2022-09-02 19:54:00,P_0155,C_001457,16.849,US Dollar
CM_0000356,2022-09-02 20:07:00,P_0027,C_001206,35.3065,Canadian Dollar
CM_0000357,2022-09-02 20:09:00,P_0044,C_001367,3786.198,Yuan
CM_0000358,2022-09-02 20:33:00,P_0127,C_000036,817.4015,US Dollar
CM_0000359,2022-09-02 20:43:00,P_0056,C_000641,22.66,Euro
CM_0000360,2022-09-02 20:43:00,P_0159,C_001162,18.731,Canadian Dollar
CM_0000361,2022-09-02 20:52:00,P_0064,C_000203,68.1895,US Dollar
CM_0000362,2022-09-02 21:10:00,P_0056,C_001510,18.247,Euro
CM_0000363,2022-09-02 21:30:00,P_0022,C_001838,141.467,Euro
CM_0000364,2022-09-02 21:31:00,P_0022,C_001840,112.5105,Euro
CM_0000365,2022-09-02 21:34:00,P_0022,C_001846,10.726,Euro
CM_0000366,2022-09-02 21:36:00,P_0022,C_001839,43.3655,Euro
CM_0000367,2022-09-02 21:38:00,P_0022,C_001844,96.141,Euro
CM_0000368,2022-09-02 21:38:00,P_0022,C_001837,124.919,Euro
CM_0000369,2022-09-02 21:52:00,P_0022,C_001845,163.4525,Euro
CM_0000370,2022-09-02 21:55:00,P_0022,C_001842,168.71550000000002,Euro
CM_0000371,2022-09-02 21:58:00,P_0022,C_001847,111.83800000000002,Euro
CM_0000372,2022-09-02 22:18:00,P_0166,C_001726,38.8185,Swiss Franc
CM_0000373,2022-09-02 22:19:00,P_0056,C_000206,2.6140000000000003,Euro
CM_0000374,2022-09-02 22:38:00,P_0056,C_001331,27.4775,Euro
CM_0000375,2022-09-02 22:59:00,P_0056,C_001008,13.492,Euro
CM_0000376,2022-09-02 23:19:00,P_0040,C_000118,27.268500000000003,Euro
CM_0000377,2022-09-02 23:19:00,P_0116,C_001255,51.466,Australian Dollar
CM_0000378,2022-09-02 23:28:00,P_0155,C_001183,7.304000000000001,US Dollar
CM_0000379,2022-09-02 23:29:00,P_0165,C_000845,1230.4385000000002,Rupee
CM_0000380,2022-09-02 23:29:00,P_0155,C_001564,33.9,US Dollar
CM_0000381,2022-09-02 23:50:00,P_0155,C_001996,1.98,US Dollar
CM_0000382,2022-09-02 23:52:00,P_0056,C_000404,13.0695,Euro
CM_0000383,2022-09-02 23:54:00,P_0182,C_000116,8.2475,Euro
CM_0000384,2022-09-02 23:54:00,P_0064,C_000189,69.3485,US Dollar
CM_0000385,2022-09-03 00:01:00,P_0174,C_000274,181.909,Euro
CM_0000386,2022-09-03 00:03:00,P_0174,C_000272,109.9815,Euro
CM_0000387,2022-09-03 00:06:00,P_0140,C_001854,7.032500000000001,Shekel
CM_0000388,2022-09-03 00:07:00,P_0174,C_000269,192.05150000000003,Euro
CM_0000389,2022-09-03 00:16:00,P_0174,C_000270,52.75900000000001,Euro
CM_0000390,2022-09-03 00:18:00,P_0110,C_000346,550.1229999999999,US Dollar
CM_0000391,2022-09-03 00:21:00,P_0174,C_000273,112.997,Euro
CM_0000392,2022-09-03 00:23:00,P_0056,C_002067,5.836500000000001,Euro
CM_0000393,2022-09-03 00:23:00,P_0155,C_001208,11.9735,US Dollar
CM_0000394,2022-09-03 00:26:00,P_0174,C_000271,204.45550000000003,Euro
CM_0000395,2022-09-03 00:27:00,P_0195,C_001983,3.4975000000000005,UK Pound
CM_0000396,2022-09-03 00:47:00,P_0166,C_001689,21.9685,Swiss Franc
CM_0000397,2022-09-03 00:53:00,P_0155,C_001827,16.3865,US Dollar
CM_0000398,2022-09-03 01:04:00,P_0046,C_000990,184.971,Ruble
CM_0000399,2022-09-03 01:06:00,P_0190,C_000499,2.0525,US Dollar
CM_0000400,2022-09-03 01:08:00,P_0164,C_001047,4.790500000000001,US Dollar
CM_0000401,2022-09-03 01:09:00,P_0129,C_000679,519.9015,US Dollar
CM_0000402,2022-09-03 01:57:00,P_0110,C_001050,557.3225000000001,US Dollar
CM_0000403,2022-09-03 02:13:00,P_0159,C_000009,339.5665,Canadian Dollar
CM_0000404,2022-09-03 02:30:00,P_0060,C_001340,989.62,Yuan
CM_0000405,2022-09-03 02:34:00,P_0060,C_001335,1552.6955,Yuan
CM_0000406,2022-09-03 02:42:00,P_0060,C_001334,448.8215,Yuan
CM_0000407,2022-09-03 02:45:00,P_0060,C_001333,1015.998,Yuan
CM_0000408,2022-09-03 02:47:00,P_0060,C_001341,1514.4255,Yuan
CM_0000409,2022-09-03 02:47:00,P_0060,C_001336,246.7475,Yuan
CM_0000410,2022-09-03 02:50:00,P_0060,C_001332,543.8195,Yuan
CM_0000411,2022-09-03 02:52:00,P_0060,C_001338,732.2645000000001,Yuan
CM_0000412,2022-09-03 03:30:00,P_0012,C_000471,142.5325,Euro
CM_0000413,2022-09-03 03:32:00,P_0012,C_000472,21.958,Euro
CM_0000414,2022-09-03 03:34:00,P_0012,C_000473,110.248,Euro
CM_0000415,2022-09-03 03:35:00,P_0012,C_000468,192.331,Euro
CM_0000416,2022-09-03 03:35:00,P_0012,C_000467,114.6845,Euro
CM_0000417,2022-09-03 03:58:00,P_0012,C_000466,43.0655,Euro
CM_0000418,2022-09-03 03:58:00,P_0012,C_000470,199.4155,Euro
CM_0000419,2022-09-03 04:54:00,P_0173,C_001798,477.3515,Swiss Franc
CM_0000420,2022-09-03 04:58:00,P_0072,C_000992,171.061,Euro
CM_0000421,2022-09-03 05:32:00,P_0199,C_000261,979.323,Canadian Dollar
CM_0000422,2022-09-03 06:20:00,P_0159,C_000955,338.94800000000004,Canadian Dollar
CM_0000423,2022-09-03 06:28:00,P_0039,C_000488,0.8835000000000002,Swiss Franc
CM_0000424,2022-09-03 06:33:00,P_0092,C_001160,669.3695,US Dollar
CM_0000425,2022-09-03 06:33:00,P_0145,C_001595,70.84700000000001,UK Pound
CM_0000426,2022-09-03 07:01:00,P_0105,C_000283,14.603000000000002,US Dollar
CM_0000427,2022-09-03 07:06:00,P_0020,C_000457,67.16900000000001,US Dollar
CM_0000428,2022-09-03 07:08:00,P_0154,C_001802,320.04050000000007,US Dollar
CM_0000429,2022-09-03 07:09:00,P_0020,C_000456,35.752,US Dollar
CM_0000430,2022-09-03 07:11:00,P_0105,C_000280,3.8565,US Dollar
CM_0000431,2022-09-03 07:12:00,P_0105,C_000282,6.617000000000001,US Dollar
CM_0000432,2022-09-03 07:13:00,P_0105,C_000286,170.886,US Dollar
CM_0000433,2022-09-03 07:14:00,P_0020,C_000460,212.97600000000003,US Dollar
CM_0000434,2022-09-03 07:15:00,P_0159,C_000966,1048.806,Canadian Dollar
CM_0000435,2022-09-03 07:16:00,P_0105,C_000284,243.0935,US Dollar
CM_0000436,2022-09-03 07:18:00,P_0020,C_000458,235.9835,US Dollar
CM_0000437,2022-09-03 07:19:00,P_0020,C_000461,34.4075,US Dollar
CM_0000438,2022-09-03 07:19:00,P_0020,C_000459,247.722,US Dollar
CM_0000439,2022-09-03 07:28:00,P_0105,C_000281,11.729,US Dollar
CM_0000440,2022-09-03 07:29:00,P_0105,C_000285,49.6525,US Dollar
CM_0000441,2022-09-03 07:34:00,P_0067,C_000596,131.477,US Dollar
CM_0000442,2022-09-03 07:39:00,P_0067,C_000593,88.42150000000001,US Dollar
CM_0000443,2022-09-03 07:40:00,P_0067,C_000594,35.499500000000005,US Dollar
CM_0000444,2022-09-03 07:49:00,P_0067,C_000588,76.706,US Dollar
CM_0000445,2022-09-03 07:51:00,P_0067,C_000590,164.1065,US Dollar
CM_0000446,2022-09-03 07:52:00,P_0067,C_000591,108.79500000000002,US Dollar
CM_0000447,2022-09-03 07:54:00,P_0067,C_000592,159.03150000000002,US Dollar
CM_0000448,2022-09-03 07:54:00,P_0067,C_000595,44.871,US Dollar
CM_0000449,2022-09-03 08:12:00,P_0173,C_000934,101.23250000000002,Swiss Franc
CM_0000450,2022-09-03 08:16:00,P_0159,C_000577,1069.138,Canadian Dollar
CM_0000451,2022-09-03 08:57:00,P_0178,C_001972,942.0605,Saudi Riyal
CM_0000452,2022-09-03 09:01:00,P_0197,C_001197,221.8105,Canadian Dollar
CM_0000453,2022-09-03 09:02:00,P_0145,C_001052,425.428,UK Pound
CM_0000454,2022-09-03 09:03:00,P_0197,C_001198,50.74250000000001,Canadian Dollar
CM_0000455,2022-09-03 09:05:00,P_0197,C_001196,268.11100000000005,Canadian Dollar
CM_0000456,2022-09-03 09:13:00,P_0197,C_001192,110.455,Canadian Dollar
CM_0000457,2022-09-03 09:20:00,P_0197,C_001195,217.283,Canadian Dollar
CM_0000458,2022-09-03 09:23:00,P_0197,C_001199,243.98,Canadian Dollar
CM_0000459,2022-09-03 09:26:00,P_0197,C_001193,315.76950000000005,Canadian Dollar
CM_0000460,2022-09-03 09:29:00,P_0197,C_001194,239.672,Canadian Dollar
CM_0000461,2022-09-03 09:42:00,P_0064,C_001155,18.9255,US Dollar
CM_0000462,2022-09-03 09:52:00,P_0129,C_001660,579.1435,US Dollar
CM_0000463,2022-09-03 10:14:00,P_0178,C_000014,930.2195,Saudi Riyal
CM_0000464,2022-09-03 11:31:00,P_0154,C_001661,322.749,US Dollar
CM_0000465,2022-09-03 11:34:00,P_0144,C_000216,127.129,Euro
CM_0000466,2022-09-03 11:34:00,P_0144,C_000217,151.8145,Euro
CM_0000467,2022-09-03 11:34:00,P_0144,C_000214,10.328,Euro
CM_0000468,2022-09-03 11:42:00,P_0144,C_000218,118.7315,Euro
CM_0000469,2022-09-03 11:47:00,P_0044,C_001579,2417.3990000000003,Yuan
CM_0000470,2022-09-03 11:48:00,P_0144,C_000213,85.05000000000001,Euro
CM_0000471,2022-09-03 11:56:00,P_0144,C_000220,130.96900000000002,Euro
CM_0000472,2022-09-03 11:56:00,P_0144,C_000215,198.6825,Euro
CM_0000473,2022-09-03 12:03:00,P_0044,C_001100,2461.456,Yuan
CM_0000474,2022-09-03 12:07:00,P_0173,C_000849,102.802,Swiss Franc
CM_0000475,2022-09-03 12:28:00,P_0092,C_001806,726.9665,US Dollar
CM_0000476,2022-09-03 12:32:00,P_0110,C_000958,489.3285,US Dollar
CM_0000477,2022-09-03 12:32:00,P_0096,C_000347,104.026,US Dollar
CM_0000478,2022-09-03 12:37:00,P_0092,C_000589,218.46950000000004,US Dollar
CM_0000479,2022-09-03 12:46:00,P_0096,C_000349,191.2505,US Dollar
CM_0000480,2022-09-03 12:47:00,P_0096,C_000350,189.347,US Dollar
CM_0000481,2022-09-03 12:53:00,P_0096,C_000376,107.7985,US Dollar
CM_0000482,2022-09-03 12:56:00,P_0096,C_000348,132.1875,US Dollar
CM_0000483,2022-09-03 12:58:00,P_0096,C_000379,4.761500000000001,US Dollar
CM_0000484,2022-09-03 12:59:00,P_0096,C_000377,129.1835,US Dollar
CM_0000485,2022-09-03 13:02:00,P_0150,C_000712,183.4885,Euro
CM_0000486,2022-09-03 13:03:00,P_0150,C_000711,79.09,Euro
CM_0000487,2022-09-03 13:07:00,P_0150,C_000708,22.9105,Euro
CM_0000488,2022-09-03 13:14:00,P_0150,C_000713,11.5955,Euro
CM_0000489,2022-09-03 13:16:00,P_0150,C_000710,182.592,Euro
CM_0000490,2022-09-03 13:19:00,P_0150,C_000714,160.6725,Euro
CM_0000491,2022-09-03 13:24:00,P_0150,C_000706,87.971,Euro
CM_0000492,2022-09-03 13:27:00,P_0150,C_000705,151.8205,Euro
CM_0000493,2022-09-03 13:32:00,P_0094,C_000609,24453.577,Yen
CM_0000494,2022-09-03 13:32:00,P_0094,C_000608,964.805,Yen
CM_0000495,2022-09-03 13:38:00,P_0094,C_000610,4509.725,Yen
CM_0000496,2022-09-03 13:42:00,P_0094,C_000611,624.4005000000001,Yen
CM_0000497,2022-09-03 13:47:00,P_0094,C_000612,5157.029,Yen
CM_0000498,2022-09-03 13:57:00,P_0094,C_000614,14919.398,Yen
CM_0000499,2022-09-03 13:58:00,P_0199,C_001372,997.0765,Canadian Dollar
CM_0000500,2022-09-03 14:09:00,P_0076,C_000895,83.2645,US Dollar
CM_0000501,2022-09-03 14:09:00,P_0076,C_000899,22.153,US Dollar
CM_0000502,2022-09-03 14:16:00,P_0076,C_000897,182.141,US Dollar
CM_0000503,2022-09-03 14:17:00,P_0092,C_001523,219.1515,US Dollar
CM_0000504,2022-09-03 14:22:00,P_0076,C_000896,216.223,US Dollar
CM_0000505,2022-09-03 14:28:00,P_0076,C_000901,197.435,US Dollar
CM_0000506,2022-09-03 14:29:00,P_0076,C_000902,234.2705,US Dollar
CM_0000507,2022-09-03 14:29:00,P_0076,C_000900,230.993,US Dollar
CM_0000508,2022-09-03 14:59:00,P_0199,C_000882,1167.842,Canadian Dollar
CM_0000509,2022-09-03 15:20:00,P_0145,C_000288,426.4745,UK Pound
CM_0000510,2022-09-03 15:26:00,P_0092,C_000254,708.7515000000001,US Dollar
CM_0000511,2022-09-03 15:28:00,P_0173,C_000523,621.3995,Swiss Franc
CM_0000512,2022-09-03 15:51:00,P_0129,C_000898,584.5585,US Dollar
CM_0000513,2022-09-03 15:54:00,P_0170,C_001591,1049.322,Rupee
CM_0000514,2022-09-03 15:57:00,P_0127,C_000182,8.0675,US Dollar
CM_0000515,2022-09-03 17:07:00,P_0064,C_000956,19.230500000000003,US Dollar
CM_0000516,2022-09-03 17:10:00,P_0007,C_000295,769.2955000000001,US Dollar
CM_0000517,2022-09-03 17:24:00,P_0178,C_001970,3599.079,Saudi Riyal
CM_0000518,2022-09-03 17:53:00,P_0154,C_000183,757.0100000000001,US Dollar
CM_0000519,2022-09-03 18:28:00,P_0178,C_001984,3564.447,Saudi Riyal
CM_0000520,2022-09-03 18:39:00,P_0129,C_000519,455.6915,US Dollar
CM_0000521,2022-09-03 19:06:00,P_0159,C_001185,28.2375,Canadian Dollar
CM_0000522,2022-09-03 19:13:00,P_0159,C_001637,28.0325,Canadian Dollar
CM_0000523,2022-09-03 19:19:00,P_0170,C_000012,41189.286,Rupee
CM_0000524,2022-09-03 19:24:00,P_0145,C_000290,754.6790000000001,UK Pound
CM_0000525,2022-09-03 19:48:00,P_0199,C_001012,1154.1885,Canadian Dollar
CM_0000526,2022-09-03 20:01:00,P_0119,C_001696,1607.0010000000002,Swiss Franc
CM_0000527,2022-09-03 20:19:00,P_0119,C_001699,1952.762,Swiss Franc
CM_0000528,2022-09-03 20:21:00,P_0119,C_001702,886.0305000000001,Swiss Franc
CM_0000529,2022-09-03 20:23:00,P_0170,C_000979,41615.055,Rupee
CM_0000530,2022-09-03 20:46:00,P_0044,C_000549,294.85100000000006,Yuan
CM_0000531,2022-09-03 20:59:00,P_0007,C_000772,360.482,US Dollar
CM_0000532,2022-09-03 21:30:00,P_0156,C_000390,152.201,US Dollar
CM_0000533,2022-09-03 21:31:00,P_0156,C_000383,146.374,US Dollar
CM_0000534,2022-09-03 21:32:00,P_0156,C_000392,246.0585,US Dollar
CM_0000535,2022-09-03 21:33:00,P_0156,C_000396,221.8685,US Dollar
CM_0000536,2022-09-03 21:33:00,P_0156,C_000386,16.1685,US Dollar
CM_0000537,2022-09-03 21:34:00,P_0156,C_000388,95.3345,US Dollar
CM_0000538,2022-09-03 21:39:00,P_0156,C_000393,60.801,US Dollar
CM_0000539,2022-09-03 21:49:00,P_0156,C_000391,25.015,US Dollar
CM_0000540,2022-09-03 21:52:00,P_0156,C_000389,78.55700000000002,US Dollar
CM_0000541,2022-09-03 21:54:00,P_0156,C_000398,12.096,US Dollar
CM_0000542,2022-09-03 21:55:00,P_0156,C_000394,184.8325,US Dollar
CM_0000543,2022-09-03 21:57:00,P_0156,C_000384,75.33250000000001,US Dollar
CM_0000544,2022-09-03 21:59:00,P_0156,C_000399,145.674,US Dollar
CM_0000545,2022-09-03 21:59:00,P_0156,C_000387,80.87950000000001,US Dollar
CM_0000546,2022-09-03 22:10:00,P_0072,C_001497,310.10850000000005,Euro
CM_0000547,2022-09-03 22:26:00,P_0160,C_001631,8.85,Swiss Franc
CM_0000548,2022-09-04 00:04:00,P_0068,C_001019,14.792,Euro
CM_0000549,2022-09-04 00:07:00,P_0068,C_001013,29.2675,Euro
CM_0000550,2022-09-04 00:09:00,P_0068,C_001017,29.4815,Euro
CM_0000551,2022-09-04 00:10:00,P_0068,C_001018,22.532,Euro
CM_0000552,2022-09-04 00:26:00,P_0068,C_001014,92.3915,Euro
CM_0000553,2022-09-04 00:27:00,P_0068,C_001015,205.569,Euro
CM_0000554,2022-09-04 00:32:00,P_0053,C_000339,54.3925,Euro
CM_0000555,2022-09-04 00:34:00,P_0053,C_000326,129.929,Euro
CM_0000556,2022-09-04 00:34:00,P_0053,C_000330,169.33050000000003,Euro
CM_0000557,2022-09-04 00:41:00,P_0053,C_000329,8.201500000000001,Euro
CM_0000558,2022-09-04 00:52:00,P_0053,C_000335,42.392,Euro
CM_0000559,2022-09-04 00:53:00,P_0053,C_000343,152.14100000000002,Euro
CM_0000560,2022-09-04 00:55:00,P_0053,C_000332,196.447,Euro
CM_0000561,2022-09-04 00:56:00,P_0053,C_000327,203.9405,Euro
CM_0000562,2022-09-04 01:02:00,P_0198,C_000113,37.584500000000006,US Dollar
CM_0000563,2022-09-04 01:26:00,P_0036,C_001800,30.1325,Euro
CM_0000564,2022-09-04 02:50:00,P_0126,C_000027,421.029,Euro
CM_0000565,2022-09-04 02:50:00,P_0036,C_001606,192.996,Euro
CM_0000566,2022-09-04 03:26:00,P_0199,C_000961,155.2415,Canadian Dollar
CM_0000567,2022-09-04 03:54:00,P_0148,C_000887,361.56500000000005,US Dollar
CM_0000568,2022-09-04 04:09:00,P_0170,C_001252,48376.867,Rupee
CM_0000569,2022-09-04 04:47:00,P_0007,C_001366,358.3845,US Dollar
CM_0000570,2022-09-04 05:33:00,P_0044,C_001169,299.86100000000005,Yuan
CM_0000571,2022-09-04 05:45:00,P_0171,C_001913,389.663,Saudi Riyal
CM_0000572,2022-09-04 06:10:00,P_0157,C_001145,5.0055000000000005,UK Pound
CM_0000573,2022-09-04 06:17:00,P_0178,C_002069,1029.8680000000002,Saudi Riyal
CM_0000574,2022-09-04 06:33:00,P_0092,C_001247,721.2425000000001,US Dollar
CM_0000575,2022-09-04 06:43:00,P_0129,C_000292,448.8355,US Dollar
CM_0000576,2022-09-04 07:00:00,P_0070,C_001818,569.993,Shekel
CM_0000577,2022-09-04 07:05:00,P_0039,C_000867,522.8755,Swiss Franc
CM_0000578,2022-09-04 07:12:00,P_0070,C_001820,253.0975,Shekel
CM_0000579,2022-09-04 07:15:00,P_0070,C_001823,321.2705,Shekel
CM_0000580,2022-09-04 07:16:00,P_0070,C_001817,64.6875,Shekel
CM_0000581,2022-09-04 07:24:00,P_0070,C_001822,703.315,Shekel
CM_0000582,2022-09-04 07:24:00,P_0070,C_001816,404.6575,Shekel
CM_0000583,2022-09-04 07:26:00,P_0070,C_001819,831.4770000000001,Shekel
CM_0000584,2022-09-04 07:26:00,P_0070,C_001824,203.276,Shekel
CM_0000585,2022-09-04 07:40:00,P_0044,C_000142,1397.496,Yuan
CM_0000586,2022-09-04 08:04:00,P_0073,C_002108,27.317500000000003,US Dollar
CM_0000587,2022-09-04 08:10:00,P_0178,C_002071,1029.1055,Saudi Riyal
CM_0000588,2022-09-04 08:14:00,P_0073,C_002103,84.19900000000001,US Dollar
CM_0000589,2022-09-04 08:14:00,P_0073,C_002109,49.176,US Dollar
CM_0000590,2022-09-04 08:16:00,P_0073,C_002110,35.8675,US Dollar
CM_0000591,2022-09-04 08:16:00,P_0073,C_002107,80.9895,US Dollar
CM_0000592,2022-09-04 08:24:00,P_0073,C_002104,148.893,US Dollar
CM_0000593,2022-09-04 08:24:00,P_0073,C_002106,40.977,US Dollar
CM_0000594,2022-09-04 08:25:00,P_0073,C_002102,180.02650000000003,US Dollar
CM_0000595,2022-09-04 08:34:00,P_0172,C_002037,63.7545,Euro
CM_0000596,2022-09-04 08:35:00,P_0172,C_002034,36.591,Euro
CM_0000597,2022-09-04 08:35:00,P_0172,C_002036,167.029,Euro
CM_0000598,2022-09-04 08:49:00,P_0172,C_002029,113.528,Euro
CM_0000599,2022-09-04 08:53:00,P_0172,C_002031,36.154,Euro
CM_0000600,2022-09-04 08:53:00,P_0172,C_002030,74.632,Euro
CM_0000601,2022-09-04 08:55:00,P_0172,C_002032,198.5975,Euro
CM_0000602,2022-09-04 08:55:00,P_0172,C_002033,184.5655,Euro
CM_0000603,2022-09-04 09:09:00,P_0092,C_000913,346.6215,US Dollar
CM_0000604,2022-09-04 09:15:00,P_0154,C_001029,743.3045000000001,US Dollar
CM_0000605,2022-09-04 09:48:00,P_0154,C_000382,853.291,US Dollar
CM_0000606,2022-09-04 10:01:00,P_0145,C_001022,752.819,UK Pound
CM_0000607,2022-09-04 10:07:00,P_0007,C_000197,994.111,US Dollar
CM_0000608,2022-09-04 10:27:00,P_0072,C_001229,310.548,Euro
CM_0000609,2022-09-04 10:32:00,P_0103,C_000427,389387.0425,Euro
CM_0000610,2022-09-04 10:33:00,P_0103,C_000701,85.07050000000001,Euro
CM_0000611,2022-09-04 10:34:00,P_0103,C_000700,17.119,Euro
CM_0000612,2022-09-04 10:42:00,P_0103,C_000699,9.003,Euro
CM_0000613,2022-09-04 10:42:00,P_0199,C_000823,152.3235,Canadian Dollar
CM_0000614,2022-09-04 10:43:00,P_0103,C_000698,113.2875,Euro
CM_0000615,2022-09-04 10:43:00,P_0103,C_000426,86.154,Euro
CM_0000616,2022-09-04 10:47:00,P_0103,C_000697,203.7675,Euro
CM_0000617,2022-09-04 10:59:00,P_0127,C_000005,7.943000000000001,US Dollar
CM_0000618,2022-09-04 11:11:00,P_0129,C_001163,147.62,US Dollar
CM_0000619,2022-09-04 11:13:00,P_0072,C_000828,487.97,Euro
CM_0000620,2022-09-04 11:13:00,P_0164,C_000874,4.275,US Dollar
CM_0000621,2022-09-04 11:24:00,P_0077,C_001710,962.194,US Dollar
CM_0000622,2022-09-04 11:41:00,P_0036,C_001458,193.413,Euro
CM_0000623,2022-09-04 11:41:00,P_0039,C_000915,296.4485,Swiss Franc
CM_0000624,2022-09-04 12:00:00,P_0159,C_000938,771.4535000000001,Canadian Dollar
CM_0000625,2022-09-04 12:01:00,P_0007,C_000575,630.8620000000001,US Dollar
CM_0000626,2022-09-04 12:09:00,P_0072,C_000003,55.529,Euro
CM_0000627,2022-09-04 12:16:00,P_0044,C_000598,1404.985,Yuan
CM_0000628,2022-09-04 12:30:00,P_0023,C_000926,122.9095,Euro
CM_0000629,2022-09-04 12:30:00,P_0039,C_000060,905.1465,Swiss Franc
CM_0000630,2022-09-04 12:30:00,P_0023,C_000931,157.0045,Euro
CM_0000631,2022-09-04 12:32:00,P_0023,C_000928,144.5755,Euro
CM_0000632,2022-09-04 12:33:00,P_0023,C_000930,69.2145,Euro
CM_0000633,2022-09-04 12:39:00,P_0023,C_000929,116.28,Euro
CM_0000634,2022-09-04 12:43:00,P_0023,C_000932,6.705500000000001,Euro
CM_0000635,2022-09-04 12:44:00,P_0178,C_002075,3335.9805,Saudi Riyal
CM_0000636,2022-09-04 12:51:00,P_0023,C_000927,123.6955,Euro
CM_0000637,2022-09-04 12:55:00,P_0171,C_000016,384.65100000000007,Saudi Riyal
CM_0000638,2022-09-04 13:00:00,P_0042,C_001604,108.709,US Dollar
CM_0000639,2022-09-04 13:02:00,P_0042,C_001602,130.01250000000002,US Dollar
CM_0000640,2022-09-04 13:09:00,P_0042,C_001599,237.635,US Dollar
CM_0000641,2022-09-04 13:11:00,P_0042,C_001600,198.35350000000005,US Dollar
CM_0000642,2022-09-04 13:12:00,P_0042,C_001603,196.049,US Dollar
CM_0000643,2022-09-04 13:21:00,P_0042,C_001601,177.0675,US Dollar
CM_0000644,2022-09-04 13:21:00,P_0042,C_001597,148.6215,US Dollar
CM_0000645,2022-09-04 13:27:00,P_0042,C_001605,130.64849999999998,US Dollar
CM_0000646,2022-09-04 13:29:00,P_0042,C_001596,217.1865,US Dollar
CM_0000647,2022-09-04 13:50:00,P_0171,C_001927,1761.719,Saudi Riyal
CM_0000648,2022-09-04 13:53:00,P_0170,C_000704,8368092.6765,Rupee
CM_0000649,2022-09-04 13:53:00,P_0145,C_001271,46.8575,UK Pound
CM_0000650,2022-09-04 13:55:00,P_0178,C_001918,187.82550000000003,Saudi Riyal
CM_0000651,2022-09-04 14:32:00,P_0199,C_001444,598.6175000000001,Canadian Dollar
CM_0000652,2022-09-04 14:33:00,P_0044,C_001407,5212.4185,Yuan
CM_0000653,2022-09-04 15:07:00,P_0173,C_000791,616.904,Swiss Franc
CM_0000654,2022-09-04 15:16:00,P_0064,C_000141,167.824,US Dollar
CM_0000655,2022-09-04 15:46:00,P_0127,C_000045,187.871,US Dollar
CM_0000656,2022-09-04 15:55:00,P_0148,C_001667,357.012,US Dollar
CM_0000657,2022-09-04 15:59:00,P_0072,C_000010,657.2090000000001,Euro
CM_0000658,2022-09-04 16:00:00,P_0112,C_001664,1285.276,Yuan
CM_0000659,2022-09-04 16:04:00,P_0112,C_001670,1058.9815,Yuan
CM_0000660,2022-09-04 16:11:00,P_0112,C_001672,120.9665,Yuan
CM_0000661,2022-09-04 16:17:00,P_0112,C_001668,303.7585,Yuan
CM_0000662,2022-09-04 16:19:00,P_0112,C_001673,1673.7220000000002,Yuan
CM_0000663,2022-09-04 16:22:00,P_0112,C_001669,1655.9575000000002,Yuan
CM_0000664,2022-09-04 16:23:00,P_0112,C_001665,427.975,Yuan
CM_0000665,2022-09-04 16:24:00,P_0007,C_001804,985861.622,US Dollar
CM_0000666,2022-09-04 16:25:00,P_0171,C_001914,1787.016,Saudi Riyal
CM_0000667,2022-09-04 16:26:00,P_0148,C_000838,66.165,US Dollar
CM_0000668,2022-09-04 16:28:00,P_0178,C_001915,1898.8240000000003,Saudi Riyal
CM_0000669,2022-09-04 16:29:00,P_0112,C_001671,219.37,Yuan
CM_0000670,2022-09-04 16:31:00,P_0080,C_001537,785.069,Brazil Real
CM_0000671,2022-09-04 16:32:00,P_0007,C_001051,494.219,US Dollar
CM_0000672,2022-09-04 16:33:00,P_0154,C_000599,836.541,US Dollar
CM_0000673,2022-09-04 16:33:00,P_0080,C_001541,1028.858,Brazil Real
CM_0000674,2022-09-04 16:39:00,P_0080,C_001532,461.08850000000007,Brazil Real
CM_0000675,2022-09-04 16:42:00,P_0080,C_001542,148.38150000000002,Brazil Real
CM_0000676,2022-09-04 16:44:00,P_0080,C_001539,154.4135,Brazil Real
CM_0000677,2022-09-04 16:48:00,P_0080,C_001535,1083.3025,Brazil Real
