trade_id,timestamp,client_account_id,instrument,direction,trade_volume,is_opposite_trade,is_bonus_abuse
T_0000325,2022-09-02 16:33:00,C_002057,GBPJPY,SELL,1557.42,False,False
T_0000326,2022-09-02 16:34:00,C_002052,XAUUSD,BUY,109.87,False,False
T_0000327,2022-09-02 16:35:00,C_001150,GBPJPY,BUY,52.47,False,False
T_0000328,2022-09-02 16:38:00,C_002137,BTCUSD,SELL,148.52,False,False
T_0000329,2022-09-02 16:38:00,C_000977,EURUSD,BUY,50.14,False,False
T_0000330,2022-09-02 16:42:00,C_002055,XAUUSD,BUY,4325.81,False,False
T_0000331,2022-09-02 16:43:00,C_002062,BTCUSD,SELL,2724.12,False,False
T_0000332,2022-09-02 16:43:00,C_002064,GBPJPY,SELL,3976.63,False,False
T_0000333,2022-09-02 16:44:00,C_000123,BTCUSD,SELL,134.5,False,False
T_0000334,2022-09-02 16:46:00,C_002066,GBPJPY,SELL,3765.84,False,False
T_0000335,2022-09-02 16:47:00,C_000003,GBPJPY,BUY,1110.58,False,False
T_0000336,2022-09-02 16:48:00,C_001753,EURUSD,SELL,315.76,False,False
T_0000337,2022-09-02 16:51:00,C_002056,XAUUSD,SELL,1602.54,False,False
T_0000338,2022-09-02 16:57:00,C_000636,US100,BUY,13753.42,True,False
T_0000339,2022-09-02 16:57:00,C_002048,US100,BUY,3741.26,False,False
T_0000340,2022-09-02 16:58:00,C_000587,XAUUSD,BUY,189.64,False,False
T_0000341,2022-09-02 16:58:00,C_002060,GBPJPY,BUY,1888.63,False,False
T_0000342,2022-09-02 17:04:00,C_001807,USDJPY,BUY,252.26,False,False
T_0000343,2022-09-02 17:08:00,C_001388,USDJPY,BUY,28.65,False,False
T_0000344,2022-09-02 17:13:00,C_000906,BTCUSD,SELL,1093.58,False,False
T_0000345,2022-09-02 17:30:00,C_000984,EURUSD,BUY,431.11,False,False
T_0000346,2022-09-02 17:46:00,C_001185,AUDCAD,SELL,380.56,False,False
T_0000347,2022-09-02 18:00:00,C_001053,EURUSD,SELL,8726.14,False,False
T_0000348,2022-09-02 18:10:00,C_000968,GBPJPY,SELL,8564.32,False,False
T_0000349,2022-09-02 18:16:00,C_001040,EURUSD,SELL,888.54,False,False
T_0000350,2022-09-02 18:23:00,C_001209,USDJPY,BUY,1690.23,False,False
T_0000351,2022-09-02 13:13:03,C_001918,USDJPY,SELL,11393.9,True,False
T_0000352,2022-09-02 16:57:04,C_000385,US100,SELL,13558.19,True,False
T_0000353,2022-09-02 18:41:00,C_000563,XAUUSD,BUY,451059.34,True,False
T_0000354,2022-09-02 18:50:00,C_000263,EURUSD,BUY,350.09,False,False
T_0000355,2022-09-02 18:54:00,C_001457,US100,BUY,336.98,False,False
T_0000356,2022-09-02 19:07:00,C_001206,XAUUSD,SELL,706.13,False,False
T_0000357,2022-09-02 12:04:01,C_001367,AUDCAD,SELL,75723.96,True,False
T_0000358,2022-09-02 14:13:02,C_000036,EURUSD,SELL,16348.03,True,False
T_0000359,2022-09-02 19:43:00,C_000641,AUDCAD,BUY,453.2,False,False
T_0000360,2022-09-02 19:43:00,C_001162,GBPJPY,BUY,374.62,False,False
T_0000361,2022-09-02 19:52:00,C_000203,EURUSD,BUY,1363.79,True,False
T_0000362,2022-09-02 20:10:00,C_001510,US100,SELL,364.94,False,False
T_0000363,2022-09-02 20:30:00,C_001838,BTCUSD,BUY,2829.34,False,False
T_0000364,2022-09-02 20:31:00,C_001840,AUDCAD,BUY,2250.21,False,False
T_0000365,2022-09-02 20:34:00,C_001846,XAUUSD,BUY,214.52,False,False
T_0000366,2022-09-02 20:36:00,C_001839,GBPJPY,SELL,867.31,False,False
T_0000367,2022-09-02 20:38:00,C_001844,USDJPY,SELL,1922.82,False,False
T_0000368,2022-09-02 20:38:00,C_001837,USDJPY,BUY,2498.38,False,False
T_0000369,2022-09-02 20:52:00,C_001845,EURUSD,BUY,3269.05,False,False
T_0000370,2022-09-02 20:55:00,C_001842,US100,BUY,3374.31,False,False
T_0000371,2022-09-02 20:58:00,C_001847,EURUSD,BUY,2236.76,False,False
T_0000372,2022-09-02 21:18:00,C_001726,EURUSD,SELL,776.37,False,False
T_0000373,2022-09-02 21:19:00,C_000206,US100,SELL,52.28,False,False
T_0000374,2022-09-02 21:38:00,C_001331,AUDCAD,BUY,549.55,False,False
T_0000375,2022-09-02 21:59:00,C_001008,EURUSD,SELL,269.84,False,False
T_0000376,2022-09-02 22:19:00,C_000118,GBPJPY,BUY,545.37,True,False
T_0000377,2022-09-02 22:19:00,C_001255,BTCUSD,BUY,1029.32,False,False
T_0000378,2022-09-02 22:28:00,C_001183,USDJPY,BUY,146.08,False,False
T_0000379,2022-09-02 22:29:00,C_000845,GBPJPY,BUY,24608.77,False,False
T_0000380,2022-09-02 22:29:00,C_001564,USDJPY,BUY,678.0,False,False
T_0000381,2022-09-02 22:50:00,C_001996,AUDCAD,SELL,39.6,False,False
T_0000382,2022-09-02 22:52:00,C_000404,XAUUSD,SELL,261.39,False,False
T_0000383,2022-09-02 22:54:00,C_000116,AUDCAD,BUY,164.95,False,False
T_0000384,2022-09-02 19:52:03,C_000189,EURUSD,SELL,1386.97,True,False
T_0000385,2022-09-02 23:01:00,C_000274,BTCUSD,SELL,3638.18,False,False
T_0000386,2022-09-02 23:03:00,C_000272,EURUSD,SELL,2199.63,False,False
T_0000387,2022-09-02 23:06:00,C_001854,XAUUSD,SELL,140.65,False,False
T_0000388,2022-09-02 23:07:00,C_000269,AUDCAD,BUY,3841.03,False,False
T_0000389,2022-09-02 23:16:00,C_000270,US100,SELL,1055.18,False,False
T_0000390,2022-09-02 23:18:00,C_000346,USDJPY,BUY,11002.46,True,False
T_0000391,2022-09-02 23:21:00,C_000273,XAUUSD,SELL,2259.94,False,False
T_0000392,2022-09-02 23:23:00,C_002067,US100,BUY,116.73,False,False
T_0000393,2022-09-02 23:23:00,C_001208,EURUSD,BUY,239.47,False,False
T_0000394,2022-09-02 23:26:00,C_000271,GBPJPY,BUY,4089.11,False,False
T_0000395,2022-09-02 23:27:00,C_001983,EURUSD,BUY,69.95,False,False
T_0000396,2022-09-02 23:47:00,C_001689,USDJPY,BUY,439.37,False,False
T_0000397,2022-09-02 23:53:00,C_001827,EURUSD,BUY,327.73,False,False
T_0000398,2022-09-03 00:04:00,C_000990,GBPJPY,SELL,3699.42,False,False
T_0000399,2022-09-03 00:06:00,C_000499,AUDCAD,BUY,41.05,False,False
T_0000400,2022-09-03 00:08:00,C_001047,US100,SELL,95.81,False,False
T_0000401,2022-09-03 00:09:00,C_000679,USDJPY,BUY,10398.03,False,False
T_0000402,2022-09-02 23:18:02,C_001050,USDJPY,SELL,11146.45,True,False
T_0000403,2022-09-03 01:13:00,C_000009,GBPJPY,BUY,6791.33,True,False
T_0000404,2022-09-03 01:30:00,C_001340,USDJPY,SELL,19792.4,False,False
T_0000405,2022-09-03 01:34:00,C_001335,US100,BUY,31053.91,False,False
T_0000406,2022-09-03 01:42:00,C_001334,EURUSD,BUY,8976.43,False,False
T_0000407,2022-09-03 01:45:00,C_001333,AUDCAD,BUY,20319.96,False,False
T_0000408,2022-09-03 01:47:00,C_001341,EURUSD,SELL,30288.51,False,False
T_0000409,2022-09-03 01:47:00,C_001336,BTCUSD,BUY,4934.95,False,False
T_0000410,2022-09-03 01:50:00,C_001332,EURUSD,SELL,10876.39,False,False
T_0000411,2022-09-03 01:52:00,C_001338,AUDCAD,SELL,14645.29,False,False
T_0000412,2022-09-03 02:30:00,C_000471,AUDCAD,BUY,2850.65,False,False
T_0000413,2022-09-03 02:32:00,C_000472,BTCUSD,BUY,439.16,False,False
T_0000414,2022-09-03 02:34:00,C_000473,BTCUSD,BUY,2204.96,False,False
T_0000415,2022-09-03 02:35:00,C_000468,US100,BUY,3846.62,False,False
T_0000416,2022-09-03 02:35:00,C_000467,EURUSD,BUY,2293.69,False,False
T_0000417,2022-09-03 02:58:00,C_000466,GBPJPY,BUY,861.31,False,False
T_0000418,2022-09-03 02:58:00,C_000470,AUDCAD,SELL,3988.31,False,False
T_0000419,2022-09-03 03:54:00,C_001798,US100,BUY,9547.03,False,False
T_0000420,2022-09-03 03:58:00,C_000992,USDJPY,BUY,3421.22,False,False
T_0000421,2022-09-03 04:32:00,C_000261,XAUUSD,BUY,19586.46,True,False
T_0000422,2022-09-03 01:13:01,C_000955,GBPJPY,SELL,6778.96,True,False
T_0000423,2022-09-01 05:42:03,C_000488,GBPJPY,SELL,17.67,True,False
T_0000424,2022-09-03 05:33:00,C_001160,BTCUSD,BUY,13387.39,False,False
T_0000425,2022-09-03 05:33:00,C_001595,GBPJPY,BUY,1416.94,False,False
T_0000426,2022-09-03 06:01:00,C_000283,US100,SELL,292.06,False,False
T_0000427,2022-09-03 06:06:00,C_000457,EURUSD,SELL,1343.38,False,False
T_0000428,2022-09-03 06:08:00,C_001802,BTCUSD,BUY,6400.81,True,False
T_0000429,2022-09-03 06:09:00,C_000456,GBPJPY,BUY,715.04,False,False
T_0000430,2022-09-03 06:11:00,C_000280,AUDCAD,BUY,77.13,False,False
T_0000431,2022-09-03 06:12:00,C_000282,BTCUSD,SELL,132.34,False,False
T_0000432,2022-09-03 06:13:00,C_000286,GBPJPY,BUY,3417.72,False,False
T_0000433,2022-09-03 06:14:00,C_000460,EURUSD,BUY,4259.52,False,False
T_0000434,2022-09-03 06:15:00,C_000966,AUDCAD,BUY,20976.12,True,False
T_0000435,2022-09-03 06:16:00,C_000284,EURUSD,BUY,4861.87,False,False
T_0000436,2022-09-03 06:18:00,C_000458,USDJPY,SELL,4719.67,False,False
T_0000437,2022-09-03 06:19:00,C_000461,BTCUSD,BUY,688.15,False,False
T_0000438,2022-09-03 06:19:00,C_000459,USDJPY,BUY,4954.44,False,False
T_0000439,2022-09-03 06:28:00,C_000281,BTCUSD,SELL,234.58,False,False
T_0000440,2022-09-03 06:29:00,C_000285,USDJPY,SELL,993.05,False,False
T_0000441,2022-09-03 06:34:00,C_000596,BTCUSD,BUY,2629.54,False,False
T_0000442,2022-09-03 06:39:00,C_000593,US100,BUY,1768.43,False,False
T_0000443,2022-09-03 06:40:00,C_000594,USDJPY,SELL,709.99,False,False
T_0000444,2022-09-03 06:49:00,C_000588,US100,BUY,1534.12,False,False
T_0000445,2022-09-03 06:51:00,C_000590,XAUUSD,SELL,3282.13,False,False
T_0000446,2022-09-03 06:52:00,C_000591,EURUSD,SELL,2175.9,False,False
T_0000447,2022-09-03 06:54:00,C_000592,XAUUSD,SELL,3180.63,False,False
T_0000448,2022-09-03 06:54:00,C_000595,XAUUSD,BUY,897.42,False,False
T_0000449,2022-09-03 07:12:00,C_000934,EURUSD,BUY,2024.65,True,False
T_0000450,2022-09-03 06:15:04,C_000577,AUDCAD,SELL,21382.76,True,False
T_0000451,2022-09-03 07:57:00,C_001972,EURUSD,BUY,18841.21,True,False
T_0000452,2022-09-03 08:01:00,C_001197,US100,SELL,4436.21,False,False
T_0000453,2022-09-03 08:02:00,C_001052,XAUUSD,BUY,8508.56,True,False
T_0000454,2022-09-03 08:03:00,C_001198,GBPJPY,SELL,1014.85,False,False
T_0000455,2022-09-03 08:05:00,C_001196,BTCUSD,BUY,5362.22,False,False
T_0000456,2022-09-03 08:13:00,C_001192,US100,BUY,2209.1,False,False
T_0000457,2022-09-03 08:20:00,C_001195,US100,SELL,4345.66,False,False
T_0000458,2022-09-03 08:23:00,C_001199,GBPJPY,BUY,4879.6,False,False
T_0000459,2022-09-03 08:26:00,C_001193,BTCUSD,SELL,6315.39,False,False
T_0000460,2022-09-03 08:29:00,C_001194,US100,SELL,4793.44,False,False
T_0000461,2022-09-03 08:42:00,C_001155,XAUUSD,BUY,378.51,True,False
T_0000462,2022-09-03 08:52:00,C_001660,EURUSD,BUY,11582.87,True,False
T_0000463,2022-09-03 07:57:04,C_000014,EURUSD,SELL,18604.39,True,False
T_0000464,2022-09-03 06:08:02,C_001661,BTCUSD,SELL,6454.98,True,False
T_0000465,2022-09-03 10:34:00,C_000216,BTCUSD,SELL,2542.58,False,False
T_0000466,2022-09-03 10:34:00,C_000217,BTCUSD,BUY,3036.29,False,False
T_0000467,2022-09-03 10:34:00,C_000214,US100,BUY,206.56,False,False
T_0000468,2022-09-03 10:42:00,C_000218,GBPJPY,SELL,2374.63,False,False
T_0000469,2022-09-03 10:47:00,C_001579,GBPJPY,BUY,48347.98,True,False
T_0000470,2022-09-03 10:48:00,C_000213,US100,SELL,1701.0,False,False
T_0000471,2022-09-03 10:56:00,C_000220,USDJPY,BUY,2619.38,False,False
T_0000472,2022-09-03 10:56:00,C_000215,USDJPY,SELL,3973.65,False,False
T_0000473,2022-09-03 10:47:03,C_001100,GBPJPY,SELL,49229.12,True,False
T_0000474,2022-09-03 07:12:04,C_000849,EURUSD,SELL,2056.04,True,False
T_0000475,2022-09-03 11:28:00,C_001806,GBPJPY,SELL,14539.33,False,False
T_0000476,2022-09-03 11:32:00,C_000958,XAUUSD,BUY,9786.57,False,False
T_0000477,2022-09-03 11:32:00,C_000347,XAUUSD,BUY,2080.52,False,False
T_0000478,2022-09-03 11:37:00,C_000589,EURUSD,BUY,4369.39,True,False
T_0000479,2022-09-03 11:46:00,C_000349,BTCUSD,SELL,3825.01,False,False
T_0000480,2022-09-03 11:47:00,C_000350,GBPJPY,BUY,3786.94,False,False
T_0000481,2022-09-03 11:53:00,C_000376,AUDCAD,BUY,2155.97,False,False
T_0000482,2022-09-03 11:56:00,C_000348,US100,SELL,2643.75,False,False
T_0000483,2022-09-03 11:58:00,C_000379,BTCUSD,SELL,95.23,False,False
T_0000484,2022-09-03 11:59:00,C_000377,AUDCAD,BUY,2583.67,False,False
T_0000485,2022-09-03 12:02:00,C_000712,XAUUSD,SELL,3669.77,False,False
T_0000486,2022-09-03 12:03:00,C_000711,EURUSD,SELL,1581.8,False,False
T_0000487,2022-09-03 12:07:00,C_000708,EURUSD,BUY,458.21,False,False
T_0000488,2022-09-03 12:14:00,C_000713,USDJPY,BUY,231.91,False,False
T_0000489,2022-09-03 12:16:00,C_000710,US100,SELL,3651.84,False,False
T_0000490,2022-09-03 12:19:00,C_000714,US100,BUY,3213.45,False,False
T_0000491,2022-09-03 12:24:00,C_000706,AUDCAD,BUY,1759.42,False,False
T_0000492,2022-09-03 12:27:00,C_000705,USDJPY,BUY,3036.41,False,False
T_0000493,2022-09-03 12:32:00,C_000609,USDJPY,SELL,489071.54,False,False
T_0000494,2022-09-03 12:32:00,C_000608,XAUUSD,BUY,19296.1,False,False
T_0000495,2022-09-03 12:38:00,C_000610,GBPJPY,BUY,90194.5,False,False
T_0000496,2022-09-03 12:42:00,C_000611,USDJPY,BUY,12488.01,False,False
T_0000497,2022-09-03 12:47:00,C_000612,USDJPY,SELL,103140.58,False,False
T_0000498,2022-09-03 12:57:00,C_000614,AUDCAD,SELL,298387.96,False,False
T_0000499,2022-09-03 04:32:01,C_001372,XAUUSD,SELL,19941.53,True,False
T_0000500,2022-09-03 13:09:00,C_000895,BTCUSD,BUY,1665.29,False,False
T_0000501,2022-09-03 13:09:00,C_000899,GBPJPY,BUY,443.06,False,False
T_0000502,2022-09-03 13:16:00,C_000897,EURUSD,SELL,3642.82,False,False
T_0000503,2022-09-03 11:37:03,C_001523,EURUSD,SELL,4383.03,True,False
T_0000504,2022-09-03 13:22:00,C_000896,US100,BUY,4324.46,False,False
T_0000505,2022-09-03 13:28:00,C_000901,AUDCAD,BUY,3948.7,False,False
T_0000506,2022-09-03 13:29:00,C_000902,EURUSD,SELL,4685.41,False,False
T_0000507,2022-09-03 13:29:00,C_000900,GBPJPY,SELL,4619.86,False,False
T_0000508,2022-09-03 13:59:00,C_000882,EURUSD,BUY,23356.84,True,False
T_0000509,2022-09-03 08:02:02,C_000288,XAUUSD,SELL,8529.49,True,False
T_0000510,2022-09-03 14:26:00,C_000254,USDJPY,BUY,14175.03,True,False
T_0000511,2022-09-03 14:28:00,C_000523,USDJPY,BUY,12427.99,True,False
T_0000512,2022-09-03 08:52:03,C_000898,EURUSD,SELL,11691.17,True,False
T_0000513,2022-09-01 11:00:04,C_001591,AUDCAD,SELL,20986.44,True,False
T_0000514,2022-09-03 14:57:00,C_000182,AUDCAD,BUY,161.35,True,False
T_0000515,2022-09-03 08:42:04,C_000956,XAUUSD,SELL,384.61,True,False
T_0000516,2022-09-02 02:56:04,C_000295,XAUUSD,SELL,15385.91,True,False
T_0000517,2022-09-03 16:24:00,C_001970,USDJPY,BUY,71981.58,True,False
T_0000518,2022-09-03 16:53:00,C_000183,US100,BUY,15140.2,True,False
T_0000519,2022-09-03 16:24:01,C_001984,USDJPY,SELL,71288.94,True,False
T_0000520,2022-09-03 17:39:00,C_000519,BTCUSD,BUY,9113.83,True,False
T_0000521,2022-09-03 18:06:00,C_001185,AUDCAD,BUY,564.75,True,False
T_0000522,2022-09-03 18:06:03,C_001637,AUDCAD,SELL,560.65,True,False
T_0000523,2022-09-03 18:19:00,C_000012,BTCUSD,BUY,823785.72,True,False
T_0000524,2022-09-03 18:24:00,C_000290,BTCUSD,BUY,15093.58,True,False
T_0000525,2022-09-03 13:59:02,C_001012,EURUSD,SELL,23083.77,True,False
T_0000526,2022-09-03 19:01:00,C_001696,EURUSD,BUY,32140.02,False,False
T_0000527,2022-09-03 19:19:00,C_001699,EURUSD,SELL,39055.24,False,False
T_0000528,2022-09-03 19:21:00,C_001702,USDJPY,BUY,17720.61,False,False
T_0000529,2022-09-03 18:19:03,C_000979,BTCUSD,SELL,832301.1,True,False
T_0000530,2022-09-03 19:46:00,C_000549,XAUUSD,BUY,5897.02,True,False
T_0000531,2022-09-03 19:59:00,C_000772,US100,BUY,7209.64,True,False
T_0000532,2022-09-03 20:30:00,C_000390,AUDCAD,SELL,3044.02,False,False
T_0000533,2022-09-03 20:31:00,C_000383,GBPJPY,BUY,2927.48,False,False
T_0000534,2022-09-03 20:32:00,C_000392,AUDCAD,SELL,4921.17,False,False
T_0000535,2022-09-03 20:33:00,C_000396,EURUSD,BUY,4437.37,False,False
T_0000536,2022-09-03 20:33:00,C_000386,USDJPY,SELL,323.37,False,False
T_0000537,2022-09-03 20:34:00,C_000388,AUDCAD,SELL,1906.69,False,False
T_0000538,2022-09-03 20:39:00,C_000393,EURUSD,SELL,1216.02,False,False
T_0000539,2022-09-03 20:49:00,C_000391,USDJPY,BUY,500.3,False,False
T_0000540,2022-09-03 20:52:00,C_000389,GBPJPY,BUY,1571.14,False,False
T_0000541,2022-09-03 20:54:00,C_000398,BTCUSD,BUY,241.92,False,False
T_0000542,2022-09-03 20:55:00,C_000394,US100,SELL,3696.65,False,False
T_0000543,2022-09-03 20:57:00,C_000384,GBPJPY,SELL,1506.65,False,False
T_0000544,2022-09-03 20:59:00,C_000399,US100,BUY,2913.48,False,False
T_0000545,2022-09-03 20:59:00,C_000387,XAUUSD,SELL,1617.59,False,False
T_0000546,2022-09-03 21:10:00,C_001497,BTCUSD,BUY,6202.17,True,False
T_0000547,2022-09-03 21:26:00,C_001631,BTCUSD,BUY,177.0,True,False
T_0000548,2022-09-03 23:04:00,C_001019,GBPJPY,BUY,295.84,False,False
T_0000549,2022-09-03 23:07:00,C_001013,BTCUSD,SELL,585.35,False,False
T_0000550,2022-09-03 23:09:00,C_001017,US100,SELL,589.63,False,False
T_0000551,2022-09-03 23:10:00,C_001018,EURUSD,BUY,450.64,False,False
T_0000552,2022-09-03 23:26:00,C_001014,GBPJPY,SELL,1847.83,False,False
T_0000553,2022-09-03 23:27:00,C_001015,USDJPY,SELL,4111.38,False,False
T_0000554,2022-09-03 23:32:00,C_000339,GBPJPY,SELL,1087.85,False,False
T_0000555,2022-09-03 23:34:00,C_000326,US100,SELL,2598.58,False,False
T_0000556,2022-09-03 23:34:00,C_000330,USDJPY,SELL,3386.61,False,False
T_0000557,2022-09-03 23:41:00,C_000329,AUDCAD,BUY,164.03,False,False
T_0000558,2022-09-03 23:52:00,C_000335,USDJPY,BUY,847.84,False,False
T_0000559,2022-09-03 23:53:00,C_000343,AUDCAD,BUY,3042.82,False,False
T_0000560,2022-09-03 23:55:00,C_000332,AUDCAD,SELL,3928.94,False,False
T_0000561,2022-09-03 23:56:00,C_000327,BTCUSD,BUY,4078.81,False,False
T_0000562,2022-09-04 00:02:00,C_000113,AUDCAD,BUY,751.69,False,False
T_0000563,2022-09-04 00:26:00,C_001800,XAUUSD,SELL,602.65,False,False
T_0000564,2022-09-02 05:43:04,C_000027,EURUSD,SELL,8420.58,True,False
T_0000565,2022-09-04 01:50:00,C_001606,GBPJPY,BUY,3859.92,True,False
T_0000566,2022-09-04 02:26:00,C_000961,XAUUSD,BUY,3104.83,True,False
T_0000567,2022-09-04 02:54:00,C_000887,GBPJPY,BUY,7231.3,True,False
T_0000568,2022-09-04 03:09:00,C_001252,EURUSD,BUY,967537.34,False,False
T_0000569,2022-09-03 19:59:04,C_001366,US100,SELL,7167.69,True,False
T_0000570,2022-09-03 19:46:03,C_001169,XAUUSD,SELL,5997.22,True,False
T_0000571,2022-09-04 04:45:00,C_001913,USDJPY,BUY,7793.26,True,False
T_0000572,2022-09-04 05:10:00,C_001145,BTCUSD,SELL,100.11,False,False
T_0000573,2022-09-04 05:17:00,C_002069,GBPJPY,BUY,20597.36,True,False
T_0000574,2022-09-03 14:26:02,C_001247,USDJPY,SELL,14424.85,True,False
T_0000575,2022-09-03 17:39:03,C_000292,BTCUSD,SELL,8976.71,True,False
T_0000576,2022-09-04 06:00:00,C_001818,US100,SELL,11399.86,False,False
T_0000577,2022-09-04 06:05:00,C_000867,EURUSD,BUY,10457.51,False,False
T_0000578,2022-09-04 06:12:00,C_001820,GBPJPY,BUY,5061.95,False,False
T_0000579,2022-09-04 06:15:00,C_001823,US100,SELL,6425.41,False,False
T_0000580,2022-09-04 06:16:00,C_001817,XAUUSD,BUY,1293.75,False,False
T_0000581,2022-09-04 06:24:00,C_001822,USDJPY,SELL,14066.3,False,False
T_0000582,2022-09-04 06:24:00,C_001816,GBPJPY,BUY,8093.15,False,False
T_0000583,2022-09-04 06:26:00,C_001819,US100,BUY,16629.54,False,False
T_0000584,2022-09-04 06:26:00,C_001824,USDJPY,SELL,4065.52,False,False
T_0000585,2022-09-04 06:40:00,C_000142,BTCUSD,BUY,27949.92,True,False
T_0000586,2022-09-04 07:04:00,C_002108,GBPJPY,SELL,546.35,False,False
T_0000587,2022-09-04 05:17:02,C_002071,GBPJPY,SELL,20582.11,True,False
T_0000588,2022-09-04 07:14:00,C_002103,US100,BUY,1683.98,False,False
T_0000589,2022-09-04 07:14:00,C_002109,AUDCAD,SELL,983.52,False,False
T_0000590,2022-09-04 07:16:00,C_002110,XAUUSD,SELL,717.35,False,False
T_0000591,2022-09-04 07:16:00,C_002107,BTCUSD,BUY,1619.79,False,False
T_0000592,2022-09-04 07:24:00,C_002104,XAUUSD,BUY,2977.86,False,False
T_0000593,2022-09-04 07:24:00,C_002106,BTCUSD,SELL,819.54,False,False
T_0000594,2022-09-04 07:25:00,C_002102,BTCUSD,BUY,3600.53,False,False
T_0000595,2022-09-04 07:34:00,C_002037,XAUUSD,SELL,1275.09,False,False
T_0000596,2022-09-04 07:35:00,C_002034,GBPJPY,BUY,731.82,False,False
T_0000597,2022-09-04 07:35:00,C_002036,US100,BUY,3340.58,False,False
T_0000598,2022-09-04 07:49:00,C_002029,AUDCAD,BUY,2270.56,False,False
T_0000599,2022-09-04 07:53:00,C_002031,XAUUSD,BUY,723.08,False,False
T_0000600,2022-09-04 07:53:00,C_002030,XAUUSD,SELL,1492.64,False,False
T_0000601,2022-09-04 07:55:00,C_002032,US100,SELL,3971.95,False,False
T_0000602,2022-09-04 07:55:00,C_002033,EURUSD,SELL,3691.31,False,False
T_0000603,2022-09-04 08:09:00,C_000913,US100,BUY,6932.43,True,False
T_0000604,2022-09-03 16:53:02,C_001029,US100,SELL,14866.09,True,False
T_0000605,2022-09-04 08:48:00,C_000382,XAUUSD,BUY,17065.82,True,False
T_0000606,2022-09-03 18:24:03,C_001022,BTCUSD,SELL,15056.38,True,False
T_0000607,2022-09-04 09:07:00,C_000197,EURUSD,SELL,19882.22,False,False
T_0000608,2022-09-03 21:10:04,C_001229,BTCUSD,SELL,6210.96,True,False
T_0000609,2022-09-04 09:32:00,C_000427,EURUSD,SELL,7787740.85,False,False
T_0000610,2022-09-04 09:33:00,C_000701,USDJPY,SELL,1701.41,False,False
T_0000611,2022-09-04 09:34:00,C_000700,US100,SELL,342.38,False,False
T_0000612,2022-09-04 09:42:00,C_000699,EURUSD,SELL,180.06,False,False
T_0000613,2022-09-04 02:26:03,C_000823,XAUUSD,SELL,3046.47,True,False
T_0000614,2022-09-04 09:43:00,C_000698,EURUSD,BUY,2265.75,False,False
T_0000615,2022-09-04 09:43:00,C_000426,AUDCAD,BUY,1723.08,False,False
T_0000616,2022-09-04 09:47:00,C_000697,USDJPY,SELL,4075.35,False,False
T_0000617,2022-09-03 14:57:02,C_000005,AUDCAD,SELL,158.86,True,False
T_0000618,2022-09-04 10:11:00,C_001163,GBPJPY,BUY,2952.4,True,False
T_0000619,2022-09-04 10:13:00,C_000828,AUDCAD,SELL,9759.4,False,False
T_0000620,2022-09-04 10:13:00,C_000874,EURUSD,SELL,85.5,False,False
T_0000621,2022-09-04 10:24:00,C_001710,XAUUSD,BUY,19243.88,True,False
T_0000622,2022-09-04 01:50:01,C_001458,GBPJPY,SELL,3868.26,True,False
T_0000623,2022-09-04 10:41:00,C_000915,US100,BUY,5928.97,False,False
T_0000624,2022-09-04 11:00:00,C_000938,GBPJPY,BUY,15429.07,True,False
T_0000625,2022-09-04 11:01:00,C_000575,BTCUSD,SELL,12617.24,False,False
T_0000626,2022-09-04 11:09:00,C_000003,US100,BUY,1110.58,False,False
T_0000627,2022-09-04 06:40:03,C_000598,BTCUSD,SELL,28099.7,True,False
T_0000628,2022-09-04 11:30:00,C_000926,GBPJPY,BUY,2458.19,False,False
T_0000629,2022-09-04 11:30:00,C_000060,BTCUSD,BUY,18102.93,True,False
T_0000630,2022-09-04 11:30:00,C_000931,XAUUSD,SELL,3140.09,False,False
T_0000631,2022-09-04 11:32:00,C_000928,AUDCAD,SELL,2891.51,False,False
T_0000632,2022-09-04 11:33:00,C_000930,GBPJPY,SELL,1384.29,False,False
T_0000633,2022-09-04 11:39:00,C_000929,BTCUSD,BUY,2325.6,False,False
T_0000634,2022-09-04 11:43:00,C_000932,GBPJPY,BUY,134.11,False,False
T_0000635,2022-09-04 11:44:00,C_002075,USDJPY,BUY,66719.61,False,False
T_0000636,2022-09-04 11:51:00,C_000927,BTCUSD,SELL,2473.91,False,False
T_0000637,2022-09-04 04:45:02,C_000016,USDJPY,SELL,7693.02,True,False
T_0000638,2022-09-04 12:00:00,C_001604,GBPJPY,SELL,2174.18,False,False
T_0000639,2022-09-04 12:02:00,C_001602,XAUUSD,BUY,2600.25,False,False
T_0000640,2022-09-04 12:09:00,C_001599,AUDCAD,BUY,4752.7,False,False
T_0000641,2022-09-04 12:11:00,C_001600,EURUSD,SELL,3967.07,False,False
T_0000642,2022-09-04 12:12:00,C_001603,EURUSD,SELL,3920.98,False,False
T_0000643,2022-09-04 12:21:00,C_001601,GBPJPY,SELL,3541.35,False,False
T_0000644,2022-09-04 12:21:00,C_001597,BTCUSD,BUY,2972.43,False,False
T_0000645,2022-09-04 12:27:00,C_001605,US100,BUY,2612.97,False,False
T_0000646,2022-09-04 12:29:00,C_001596,XAUUSD,SELL,4343.73,False,False
T_0000647,2022-09-04 12:50:00,C_001927,EURUSD,BUY,35234.38,True,False
T_0000648,2022-09-04 12:53:00,C_000704,BTCUSD,BUY,167361853.53,False,False
T_0000649,2022-09-04 12:53:00,C_001271,US100,BUY,937.15,True,False
